dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
mnist,fixed_phase,1024,0,0.93560901,0.00539626,0.9885807
mnist,fixed_phase,1024,1,0.94165627,0.05909784,1.01933577
mnist,fixed_phase,1024,2,0.93904336,0.01419138,0.97566462
mnist,fixed_phase,1024,3,0.93782366,0.0304452,0.97660387
mnist,fixed_phase,1024,4,0.93340449,0.09914974,1.01164676
mnist,fixed_phase,1024,5,0.93643698,0.00611348,0.98883899
mnist,fixed_phase,1024,6,0.94243261,0.06734774,1.01601735
mnist,fixed_phase,1024,7,0.95003059,0.04094592,1.01426084
mnist,fixed_phase,1024,8,0.93748221,0.02913708,1.00746025
mnist,fixed_phase,1024,9,0.94127624,0.00357368,1.02679159
mnist,fixed_phase,1024,10,0.93815582,0.04434113,1.00918359
mnist,fixed_phase,1024,11,0.93805071,0.03573515,1.00124107
mnist,fixed_phase,1024,12,0.93184638,0.03667456,0.99082804
mnist,fixed_phase,1024,13,0.94046574,0.01633417,0.97971639
mnist,fixed_phase,1024,14,0.94394867,0.01723459,0.99342054
mnist,fixed_phase,1024,15,0.93703144,0.0580933,0.9887335
mnist,fixed_phase,1024,16,0.94106103,0.00456398,0.97662403
mnist,fixed_phase,1024,17,0.93673625,0.05668418,0.98720236
mnist,fixed_phase,1024,18,0.94243092,0.01637414,0.9931478
mnist,fixed_phase,1024,19,0.94271795,0.00984197,0.97339811
mnist,fixed_phase,1024,20,0.9453331,0.01412451,1.00471921
mnist,fixed_phase,1024,21,0.94048292,0.07277834,1.00225228
mnist,fixed_phase,1024,22,0.93980558,0.01740627,1.01872977
mnist,fixed_phase,1024,23,0.93757579,0.00505785,0.98783594
mnist,fixed_phase,1024,24,0.93861664,0.01722968,0.9893293
mnist,fixed_phase,1024,25,0.93928636,0.07791484,1.01223674
mnist,fixed_phase,1024,26,0.9415151,0.03059594,0.99855897
mnist,fixed_phase,1024,27,0.94685967,0.05797849,1.00545987
mnist,fixed_phase,1024,28,0.93697342,0.01878012,0.96160003
mnist,fixed_phase,1024,29,0.95242104,0.00964039,0.99970972
mnist,fixed_phase,1024,30,0.92784169,0.05118155,1.0148546
mnist,fixed_phase,1024,31,0.93898904,0.07833912,1.00500258
mnist,fixed_phase,1024,32,0.93405082,0.0763504,1.01018876
mnist,fixed_phase,1024,33,0.93401298,0.02924848,1.00512652
mnist,fixed_phase,1024,34,0.93365561,0.03369028,0.99352539
mnist,fixed_phase,1024,35,0.93706135,0.03507313,1.00296657
mnist,fixed_phase,1024,36,0.94525594,0.07392706,1.00305911
mnist,fixed_phase,1024,37,0.94289263,0.01355168,1.01198006
mnist,fixed_phase,1024,38,0.9416599,0.06701797,0.97473157
mnist,fixed_phase,1024,39,0.95483695,0.02392312,0.9846938
mnist,fixed_phase,1024,40,0.93451567,0.13716303,1.00776926
mnist,fixed_phase,1024,41,0.93093507,0.00277175,0.99347136
mnist,fixed_phase,1024,42,0.95418949,0.01521136,0.99719087
mnist,fixed_phase,1024,43,0.94889763,0.03007513,0.99884646
mnist,fixed_phase,1024,44,0.9494243,0.01678147,0.97912278
mnist,fixed_phase,1024,45,0.94296179,0.09160463,1.00377325
mnist,fixed_phase,1024,46,0.93206141,0.05317871,1.00162511
mnist,fixed_phase,1024,47,0.9386624,0.00526981,0.98850238
mnist,fixed_phase,1024,48,0.94003055,0.00745384,0.98482462
mnist,fixed_phase,1024,49,0.93683103,0.08337025,0.99236349
mnist,fixed_phase,1024,50,0.93474537,0.01845741,0.99130551
mnist,fixed_phase,1024,51,0.94008737,0.06533622,1.02487246
mnist,fixed_phase,1024,52,0.93576003,0.066823,0.98521505
mnist,fixed_phase,1024,53,0.93345091,0.0068318,0.99864042
mnist,fixed_phase,1024,54,0.94473634,0.05611224,1.00612873
mnist,fixed_phase,1024,55,0.94633217,0.01140906,1.00218009
mnist,fixed_phase,1024,56,0.93619304,0.00064187,1.00506375
mnist,fixed_phase,1024,57,0.94869464,0.01599618,0.97113986
mnist,fixed_phase,1024,58,0.93353451,0.01064739,0.97995082
mnist,fixed_phase,1024,59,0.95024345,0.01197614,1.00309459
mnist,fixed_phase,1024,60,0.94078034,0.04251098,0.9836055
mnist,fixed_phase,1024,61,0.93967667,0.05312182,1.0037837
mnist,fixed_phase,1024,62,0.93471484,0.06293021,0.97751168
mnist,fixed_phase,1024,63,0.93333186,0.02807188,0.995522
mnist,fixed_phase,1024,64,0.93556591,0.02707138,1.00119253
mnist,fixed_phase,1024,65,0.93348346,0.01807097,0.97695955
mnist,fixed_phase,1024,66,0.94204662,0.02507669,0.99052138
mnist,fixed_phase,1024,67,0.95474672,0.03177285,1.0312455
mnist,fixed_phase,1024,68,0.94328504,0.00141719,1.00995795
mnist,fixed_phase,1024,69,0.93757675,0.04570867,0.99934409
mnist,fixed_phase,1024,70,0.93704679,0.11487627,1.0017377
mnist,fixed_phase,1024,71,0.94304622,0.04388213,1.01489142
mnist,fixed_phase,1024,72,0.94295843,0.04140438,1.00182476
mnist,fixed_phase,1024,73,0.93649796,0.05800527,1.04311929
mnist,fixed_phase,1024,74,0.94893761,0.0656054,1.0064023
mnist,fixed_phase,1024,75,0.93431052,0.05281008,1.0106373
mnist,fixed_phase,1024,76,0.92765309,0.07357233,0.9942801
mnist,fixed_phase,1024,77,0.93882353,0.0019005,0.9788847
mnist,fixed_phase,1024,78,0.95147369,0.07841336,1.02128815
mnist,fixed_phase,1024,79,0.9408615,0.01509323,0.9786995
mnist,fixed_phase,1024,80,0.93835031,0.01599424,1.00994413
mnist,fixed_phase,1024,81,0.93303044,0.05072618,0.99098519
mnist,fixed_phase,1024,82,0.93855397,0.06560058,1.00470069
mnist,fixed_phase,1024,83,0.94622573,0.10531824,1.01160204
mnist,fixed_phase,1024,84,0.94402277,0.07689734,0.98025808
mnist,fixed_phase,1024,85,0.92944873,0.02630857,1.04033274
mnist,fixed_phase,1024,86,0.94837759,0.06686512,1.04163302
mnist,fixed_phase,1024,87,0.94282167,0.0832659,1.01951024
mnist,fixed_phase,1024,88,0.94380723,0.08908972,1.02679487
mnist,fixed_phase,1024,89,0.93219014,0.00814624,0.9806193
mnist,fixed_phase,1024,90,0.94233452,0.08651364,1.00333417
mnist,fixed_phase,1024,91,0.95041099,0.0067045,1.00414422
mnist,fixed_phase,1024,92,0.94912484,0.01032961,1.00922148
mnist,fixed_phase,1024,93,0.94094246,0.02153098,1.00616037
mnist,fixed_phase,1024,94,0.93976741,0.02595947,1.01865125
mnist,fixed_phase,1024,95,0.94192608,0.00323451,0.99124039
mnist,fixed_phase,1024,96,0.94089604,0.00472226,1.01559759
mnist,fixed_phase,1024,97,0.93723127,0.02860384,0.99743835
mnist,fixed_phase,1024,98,0.93911223,0.03862933,1.013578
mnist,fixed_phase,1024,99,0.93852677,0.03604401,1.02429894
mnist,fixed_phase,1024,100,0.93391377,0.08480011,0.9946536
mnist,fixed_phase,1024,101,0.93583708,0.00816767,1.00548017
mnist,fixed_phase,1024,102,0.93468931,0.01285532,0.98270424
mnist,fixed_phase,1024,103,0.93989099,0.05707878,1.00748
mnist,fixed_phase,1024,104,0.94346394,0.04140267,0.99845746
mnist,fixed_phase,1024,105,0.94110501,0.07915681,0.98838915
mnist,fixed_phase,1024,106,0.93782291,0.08362065,1.01747014
mnist,fixed_phase,1024,107,0.94085296,0.06623952,0.99575822
mnist,fixed_phase,1024,108,0.94230649,0.00254741,1.00908004
mnist,fixed_phase,1024,109,0.9447023,0.05732943,0.98365661
mnist,fixed_phase,1024,110,0.93604462,0.00915958,1.00035712
mnist,fixed_phase,1024,111,0.93549264,0.03318744,1.02448601
mnist,fixed_phase,1024,112,0.93841839,0.03976265,0.98145856
mnist,fixed_phase,1024,113,0.93935505,0.02094026,0.99506091
mnist,fixed_phase,1024,114,0.93389683,0.10860064,1.01630307
mnist,fixed_phase,1024,115,0.92472337,0.09461253,0.98137924
mnist,fixed_phase,1024,116,0.94043106,0.04136484,1.00377342
mnist,fixed_phase,1024,117,0.93259796,0.02015599,1.00378612
mnist,fixed_phase,1024,118,0.93102611,0.09399581,0.9879406
mnist,fixed_phase,1024,119,0.94322463,0.09370426,1.03687399
mnist,fixed_phase,1024,120,0.9309399,0.06599818,0.99802343
mnist,fixed_phase,1024,121,0.93921445,0.02032913,1.00049074
mnist,fixed_phase,1024,122,0.93712183,0.11865315,0.98308171
mnist,fixed_phase,1024,123,0.94385948,0.08161737,1.01379786
mnist,fixed_phase,1024,124,0.93883784,0.002098,0.99487902
mnist,fixed_phase,1024,125,0.93389934,0.01700055,0.99660115
mnist,fixed_phase,1024,126,0.94054498,0.03703581,1.00602642
mnist,fixed_phase,1024,127,0.95064215,0.03714423,1.0032854
mnist,fixed_phase,1024,128,0.93817763,0.01965393,0.99559088
mnist,fixed_phase,1024,129,0.94218279,0.08332634,0.98443047
mnist,fixed_phase,1024,130,0.93113984,0.00887186,0.99524922
mnist,fixed_phase,1024,131,0.95164063,0.01273665,0.9687494
mnist,fixed_phase,1024,132,0.95020997,0.00100363,0.97643431
mnist,fixed_phase,1024,133,0.93836148,0.10282582,1.00221147
mnist,fixed_phase,1024,134,0.9355486,0.08050417,1.01120292
mnist,fixed_phase,1024,135,0.94412899,0.08406097,0.98465773
