dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
fashion_mnist,random_unitary,42,0,0.82231573,0.03700734,0.98441693
fashion_mnist,random_unitary,42,1,0.82182053,0.08439681,1.00591774
fashion_mnist,random_unitary,42,2,0.82131072,0.02375918,1.00026925
fashion_mnist,random_unitary,42,3,0.82433844,0.00587673,1.01489477
fashion_mnist,random_unitary,42,4,0.8214173,0.04967465,0.99488295
fashion_mnist,random_unitary,42,5,0.82075882,0.02470712,0.98969372
fashion_mnist,random_unitary,42,6,0.82038457,0.0243402,0.9968357
fashion_mnist,random_unitary,42,7,0.82901845,0.04746416,0.99889473
fashion_mnist,random_unitary,42,8,0.81771704,0.04779632,0.98955119
fashion_mnist,random_unitary,42,9,0.82227403,0.09812095,0.98264631
fashion_mnist,random_unitary,42,10,0.82182339,0.02582318,0.99654653
fashion_mnist,random_unitary,42,11,0.82293127,0.03119317,1.01903704
fashion_mnist,random_unitary,42,12,0.83128305,0.00487834,1.02183729
fashion_mnist,random_unitary,42,13,0.82265017,0.07514198,1.04004098
fashion_mnist,random_unitary,42,14,0.81405545,0.01536916,0.99440774
fashion_mnist,random_unitary,42,15,0.81764423,0.01814667,0.98924054
fashion_mnist,random_unitary,42,16,0.82360859,0.04402577,0.97769615
fashion_mnist,random_unitary,42,17,0.81907162,0.03916765,0.99175173
fashion_mnist,random_unitary,42,18,0.83171456,0.05722044,1.00394854
fashion_mnist,random_unitary,42,19,0.82775484,0.00284195,0.99062592
fashion_mnist,random_unitary,42,20,0.81787019,0.02266428,1.00644921
fashion_mnist,random_unitary,42,21,0.81979602,0.06045877,1.01458597
fashion_mnist,random_unitary,42,22,0.82486599,0.0262224,1.01683798
fashion_mnist,random_unitary,42,23,0.82908763,0.0121444,0.99250005
fashion_mnist,random_unitary,42,24,0.82415893,0.05876359,1.01181635
fashion_mnist,random_unitary,42,25,0.82217508,0.0068844,1.00229101
fashion_mnist,random_unitary,42,26,0.81488211,0.04617642,0.99380354
fashion_mnist,random_unitary,42,27,0.83294536,0.05857506,1.01210601
fashion_mnist,random_unitary,42,28,0.81974001,0.02502075,0.98024977
fashion_mnist,random_unitary,42,29,0.81851457,0.10978533,0.99291768
fashion_mnist,random_unitary,42,30,0.82462377,0.08175427,0.99853319
fashion_mnist,random_unitary,42,31,0.82624602,0.00948657,0.97441874
fashion_mnist,random_unitary,42,32,0.82967503,0.04653928,0.99632404
fashion_mnist,random_unitary,42,33,0.83235658,0.02997478,0.99175511
fashion_mnist,random_unitary,42,34,0.81281917,0.0335592,0.99811944
