dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
mnist,proposed,256,0,0.99434549,0.09556163,0.99930966
mnist,proposed,256,1,0.98759942,0.0183276,1.00702632
mnist,proposed,256,2,0.98829438,0.01698077,1.02412271
mnist,proposed,256,3,0.9924643,0.07092036,0.98534849
mnist,proposed,256,4,0.99229761,0.04293381,1.01425772
mnist,proposed,256,5,0.9881256,0.04913232,1.00144475
mnist,proposed,256,6,0.98388995,0.03403026,0.96745895
mnist,proposed,256,7,0.98313347,0.05561635,1.04771926
mnist,proposed,256,8,0.98746919,0.03942204,1.0066284
mnist,proposed,256,9,0.97777627,0.05102649,0.98843602
mnist,proposed,256,10,0.98715487,0.03956298,1.01784025
mnist,proposed,256,11,0.99285604,0.01068308,1.0134009
mnist,proposed,256,12,0.98797314,0.02210128,1.01407679
mnist,proposed,256,13,0.99172767,0.01921094,0.97924673
mnist,proposed,256,14,0.98157684,0.04438122,0.98670457
mnist,proposed,256,15,0.98125472,0.06256773,1.01959295
mnist,proposed,256,16,0.98459911,0.01227324,1.00273736
mnist,proposed,256,17,0.98721873,0.03824291,0.99555603
mnist,proposed,256,18,0.98227156,0.02512368,0.99047022
mnist,proposed,256,19,0.98949895,0.01733989,0.99463813
mnist,proposed,256,20,0.99000409,0.00330027,0.9904493
mnist,proposed,256,21,0.99052326,0.04913312,1.00620006
mnist,proposed,256,22,0.9881497,0.04280886,0.99354977
mnist,proposed,256,23,0.99216301,0.06957353,1.01669907
mnist,proposed,256,24,0.99261099,0.00872426,0.9855113
mnist,proposed,256,25,0.98254142,0.02491961,0.9863477
mnist,proposed,256,26,0.97332971,0.00388956,1.00355818
mnist,proposed,256,27,0.98358357,0.07670445,0.99251749
mnist,proposed,256,28,0.98523049,0.03453276,1.00897109
mnist,proposed,256,29,0.9884668,0.01188059,1.00796277
mnist,proposed,256,30,0.98885851,0.0605569,1.01130848
mnist,proposed,256,31,0.98323969,0.04460252,1.01266309
mnist,proposed,256,32,0.98182751,0.00059117,0.96762605
mnist,proposed,256,33,0.97978851,0.00236911,0.99536697
mnist,proposed,256,34,0.99566736,0.07903169,0.98812894
mnist,proposed,256,35,0.99457971,0.00280886,0.99663162
mnist,proposed,256,36,0.98623066,0.00323853,1.01322949
mnist,proposed,256,37,0.98139644,0.05558393,0.9934807
mnist,proposed,256,38,0.99768834,0.03381734,1.00044533
mnist,proposed,256,39,0.9849492,0.0283242,0.99960712
mnist,proposed,256,40,0.98541859,0.06637712,1.00845363
mnist,proposed,256,41,0.99353824,0.11166715,0.99698087
mnist,proposed,256,42,0.98058695,0.04781871,1.0028278
mnist,proposed,256,43,0.98581296,0.01029026,1.0123588
mnist,proposed,256,44,0.98144379,0.00376677,1.00703353
mnist,proposed,256,45,0.99612636,0.02963781,0.98355294
mnist,proposed,256,46,0.97491406,0.0193371,1.02345943
mnist,proposed,256,47,0.96844132,0.02680124,1.02182941
mnist,proposed,256,48,0.98501049,0.02189707,0.9939511
mnist,proposed,256,49,0.98307965,0.01622243,0.99613074
mnist,proposed,256,50,0.99741042,0.03734916,1.01717387
mnist,proposed,256,51,0.98940314,0.04830921,0.98650394
mnist,proposed,256,52,0.98955808,0.11413419,0.97006136
mnist,proposed,256,53,0.981989,0.01260214,0.99884032
mnist,proposed,256,54,0.98715912,0.04215406,0.99422751
mnist,proposed,256,55,0.98246751,0.00124449,0.97352531
mnist,proposed,256,56,0.98793778,0.03987627,0.9845255
mnist,proposed,256,57,0.99166792,0.04340295,0.9954264
mnist,proposed,256,58,0.97959031,0.00278793,0.99966303
mnist,proposed,256,59,0.98456786,0.02402468,0.98831102
mnist,proposed,256,60,0.99629193,0.06350915,0.98045234
mnist,proposed,256,61,0.98139021,0.00418865,0.99524533
mnist,proposed,256,62,0.99043553,0.00086496,1.01156853
mnist,proposed,256,63,0.98377858,0.01845017,0.98003456
mnist,proposed,256,64,0.98128972,0.07048446,1.0051733
mnist,proposed,256,65,0.99209541,0.00118663,1.01631158
mnist,proposed,256,66,0.99663462,0.0514379,1.00043952
mnist,proposed,256,67,0.99211128,0.03831632,0.98707508
mnist,proposed,256,68,0.98784392,0.0629055,1.0165711
mnist,proposed,256,69,0.99392718,0.03304912,1.01463017
mnist,proposed,256,70,0.97909397,0.01842383,1.00245761
mnist,proposed,256,71,0.98529699,0.07417033,1.01740601
mnist,proposed,256,72,0.99390162,0.02336145,0.99884069
mnist,proposed,256,73,0.99013383,0.02977473,0.99377971
mnist,proposed,256,74,0.99429588,0.02072515,0.96640765
mnist,proposed,256,75,0.99167458,0.01647495,0.98190983
mnist,proposed,256,76,0.98549568,0.03845238,0.98667493
mnist,proposed,256,77,0.98508634,0.03427358,0.99978607
mnist,proposed,256,78,0.98467514,0.0605655,0.98623411
mnist,proposed,256,79,0.98787055,0.03325408,1.00125369
mnist,proposed,256,80,0.99075603,0.01258628,1.00310918
mnist,proposed,256,81,0.98925479,0.11378042,1.00144816
mnist,proposed,256,82,0.9911975,0.05086121,0.97914201
mnist,proposed,256,83,0.9810222,0.00368901,0.99023439
mnist,proposed,256,84,0.98847931,0.00055478,1.01536172
mnist,proposed,256,85,0.97997152,0.06967242,1.01893553
mnist,proposed,256,86,0.98897045,0.04574,1.01042907
mnist,proposed,256,87,0.98500651,0.04515525,0.98001342
mnist,proposed,256,88,0.98600359,0.03568528,1.01556095
mnist,proposed,256,89,0.98230968,0.04647631,0.97082884
mnist,proposed,256,90,0.98564985,0.02053507,0.98465209
mnist,proposed,256,91,0.99010397,0.03473549,1.02258166
mnist,proposed,256,92,0.99321814,0.07480575,1.03475631
mnist,proposed,256,93,0.98680105,0.00187177,1.02052227
mnist,proposed,256,94,0.97959039,0.11297587,0.99651061
mnist,proposed,256,95,0.99396398,0.04176079,0.98436889
mnist,proposed,256,96,0.98299538,0.03505318,1.02490089
mnist,proposed,256,97,0.98801602,0.01026966,0.98251817
mnist,proposed,256,98,0.993076,0.08576224,0.99920078
mnist,proposed,256,99,0.9931834,0.00683428,0.99205804
mnist,proposed,256,100,0.98810426,0.0729967,1.00716755
mnist,proposed,256,101,0.97550481,0.04140267,0.99079798
mnist,proposed,256,102,0.9851994,0.00456038,1.01734262
mnist,proposed,256,103,0.98223099,0.09216328,1.00666499
mnist,proposed,256,104,0.97647201,0.02856857,0.95688159
mnist,proposed,256,105,0.999,0.08601613,0.99341364
mnist,proposed,256,106,0.98280585,0.00139319,0.99777749
mnist,proposed,256,107,0.98990045,0.01653432,0.99238704
mnist,proposed,256,108,0.98983603,0.0234078,0.99254604
mnist,proposed,256,109,0.98480809,0.07198045,1.00005066
mnist,proposed,256,110,0.98075702,0.01096472,0.99314995
mnist,proposed,256,111,0.98485951,0.019075,1.01116407
mnist,proposed,256,112,0.98891571,0.04578954,1.02625774
mnist,proposed,256,113,0.98669806,0.07182532,0.99643959
mnist,proposed,256,114,0.98073648,0.06812309,1.02471216
mnist,proposed,256,115,0.98604413,0.04334599,1.01791373
mnist,proposed,256,116,0.98775318,0.04090148,0.99469941
mnist,proposed,256,117,0.98071819,0.04429971,0.9960817
mnist,proposed,256,118,0.98718869,0.01912693,1.00303736
mnist,proposed,256,119,0.999,0.00393552,1.01482805
mnist,proposed,256,120,0.99134676,0.03992992,1.00141123
mnist,proposed,256,121,0.98376813,0.01124344,0.96919965
mnist,proposed,256,122,0.98380199,0.06773755,0.9929029
mnist,proposed,256,123,0.97919853,0.02827795,0.98159025
mnist,proposed,256,124,0.98542415,0.03617811,1.00470057
mnist,proposed,256,125,0.98799724,0.06781772,0.99632557
mnist,proposed,256,126,0.99387792,0.01369775,1.01350251
mnist,proposed,256,127,0.97907253,0.00800427,0.97690509
mnist,proposed,256,128,0.99616066,0.03093232,0.97349582
mnist,proposed,256,129,0.9846723,0.00653518,0.9657125
mnist,proposed,256,130,0.98720213,0.02478722,1.00158324
mnist,proposed,256,131,0.98967131,0.08062081,1.00337467
mnist,proposed,256,132,0.98787633,0.05504883,0.99842254
mnist,proposed,256,133,0.97922895,0.03009314,1.00577265
mnist,proposed,256,134,0.99129703,0.03446898,0.98302024
mnist,proposed,256,135,0.98120183,0.05736198,1.00892027
mnist,proposed,256,136,0.98233017,0.11839229,0.99184758
mnist,proposed,256,137,0.98576462,0.06201819,0.99954688
mnist,proposed,256,138,0.99123281,0.06382157,1.03526892
mnist,proposed,256,139,0.9857966,0.02010213,0.98901937
mnist,proposed,256,140,0.98851472,0.02480893,1.01507997
mnist,proposed,256,141,0.98336135,0.01318099,0.97801576
mnist,proposed,256,142,0.98339432,0.06616025,0.99461455
mnist,proposed,256,143,0.98667698,0.03680704,1.01821407
mnist,proposed,256,144,0.97101779,0.015062,0.9911972
mnist,proposed,256,145,0.98132228,0.07018542,1.01558154
mnist,proposed,256,146,0.98735313,0.05040979,0.99015968
mnist,proposed,256,147,0.99375785,0.0049718,1.02280688
mnist,proposed,256,148,0.99251583,0.01655535,1.00799654
mnist,proposed,256,149,0.99754581,0.0502021,0.96454117
mnist,proposed,256,150,0.99013268,0.00946558,1.01258853
mnist,proposed,256,151,0.999,0.01378508,0.98715074
mnist,proposed,256,152,0.98701816,0.103129,0.98052955
mnist,proposed,256,153,0.98580107,0.00576154,0.98789424
mnist,proposed,256,154,0.98084068,0.0209457,0.99971348
mnist,proposed,256,155,0.98526681,0.0597762,1.02230244
mnist,proposed,256,156,0.9904426,0.03679947,1.00139566
mnist,proposed,256,157,0.99012532,0.07999755,1.01436813
mnist,proposed,256,158,0.98401961,0.07406899,0.99030385
mnist,proposed,256,159,0.9797176,0.00094533,0.96979049
mnist,proposed,256,160,0.999,0.00839892,0.99806098
mnist,proposed,256,161,0.98823824,0.03186755,1.00310137
mnist,proposed,256,162,0.99252048,0.03679087,0.99505263
mnist,proposed,256,163,0.99487837,0.01585821,0.98103931
mnist,proposed,256,164,0.9930756,0.01968301,0.99706407
mnist,proposed,256,165,0.98229358,0.04324246,1.00134304
mnist,proposed,256,166,0.96961514,0.04627422,0.99437802
mnist,proposed,256,167,0.999,0.09970189,0.99748
mnist,proposed,256,168,0.99819954,0.05797204,1.01082953
mnist,proposed,256,169,0.9914626,0.121148,1.02535661
mnist,proposed,256,170,0.97547615,0.00617009,0.978647
mnist,proposed,256,171,0.98351655,0.00949757,0.98076323
mnist,proposed,256,172,0.98285736,0.03862698,0.99911893
mnist,proposed,256,173,0.98161928,0.07233215,0.97445732
mnist,proposed,256,174,0.98207752,0.00603618,0.97285391
mnist,proposed,256,175,0.97593225,0.02678152,1.01546797
mnist,proposed,256,176,0.98372499,0.06492315,0.98908121
mnist,proposed,256,177,0.99174952,0.02562635,0.99663857
mnist,proposed,256,178,0.98645626,0.04666623,1.00047356
mnist,proposed,256,179,0.9808415,0.00252838,1.00462867
mnist,proposed,256,180,0.98149095,0.00871249,1.01000961
mnist,proposed,256,181,0.97703041,0.04437081,1.01012601
mnist,proposed,256,182,0.98030669,0.07123994,0.98560488
mnist,proposed,256,183,0.98396362,0.05168361,1.00473708
mnist,proposed,256,184,0.98042874,0.03026585,0.99710937
mnist,proposed,256,185,0.99598723,0.01813167,0.99457042
mnist,proposed,256,186,0.9878856,0.02107545,1.00099072
mnist,proposed,256,187,0.99034069,0.00120558,0.98783692
mnist,proposed,256,188,0.98451612,0.02702463,0.97381178
mnist,proposed,256,189,0.97657778,0.0455922,1.00945546
mnist,proposed,256,190,0.99650188,0.06555494,1.01619209
mnist,proposed,256,191,0.98757314,0.00028172,0.97481339
mnist,proposed,256,192,0.99023634,0.00974168,0.97614963
mnist,proposed,256,193,0.97775894,0.00241941,1.00550155
mnist,proposed,256,194,0.97969419,0.00798759,1.02766762
mnist,proposed,256,195,0.97826438,0.01512967,0.99700896
mnist,proposed,256,196,0.99121174,0.01768172,0.98991508
mnist,proposed,256,197,0.98384688,0.11208242,0.98791783
mnist,proposed,256,198,0.98844384,0.03492232,0.97538907
mnist,proposed,256,199,0.98848808,0.04923033,1.00022559
mnist,proposed,256,200,0.99187286,0.07855988,0.99739948
mnist,proposed,256,201,0.9932265,0.05203525,0.9795797
mnist,proposed,256,202,0.98500679,0.09447251,1.00796446
mnist,proposed,256,203,0.97725414,0.03833443,0.99613646
mnist,proposed,256,204,0.98697901,0.01470553,1.02568073
mnist,proposed,256,205,0.98732456,0.03594594,1.01489384
mnist,proposed,256,206,0.99510027,0.0098367,1.02503541
mnist,proposed,256,207,0.98704615,0.03868663,1.00356858
mnist,proposed,256,208,0.9923824,0.02460484,1.00151685
mnist,proposed,256,209,0.999,0.03411688,1.00638899
mnist,proposed,256,210,0.9834826,0.00993702,0.99815871
mnist,proposed,256,211,0.98563086,0.01919079,0.99472061
mnist,proposed,256,212,0.99647903,0.04800725,0.9890219
mnist,proposed,256,213,0.99277314,0.09704455,1.00648505
mnist,proposed,256,214,0.98802825,0.05877459,0.99012403
mnist,proposed,256,215,0.98145552,0.04982748,1.02423869
mnist,proposed,256,216,0.98474669,0.01005511,1.00963152
mnist,proposed,256,217,0.98060012,0.08173738,1.00642899
mnist,proposed,256,218,0.98183009,0.03500482,0.98577704
mnist,proposed,256,219,0.99366079,0.04861691,1.01093416
mnist,proposed,256,220,0.98586076,0.06572018,1.00633713
mnist,proposed,256,221,0.9865732,0.04095003,0.99001989
mnist,proposed,256,222,0.98758016,0.06262807,1.01707764
mnist,proposed,256,223,0.999,0.03122773,1.02496822
mnist,proposed,256,224,0.99458646,0.01635154,0.9904681
mnist,proposed,256,225,0.98814021,0.01286651,1.01143004
mnist,proposed,256,226,0.99607504,0.00619761,0.97284628
mnist,proposed,256,227,0.97943177,0.10910541,1.00973165
mnist,proposed,256,228,0.9859351,0.08307441,0.99857306
mnist,proposed,256,229,0.98090345,0.02856007,1.03546769
mnist,proposed,256,230,0.98216906,0.0656575,1.00916082
mnist,proposed,256,231,0.97951559,0.04456577,1.02044708
mnist,proposed,256,232,0.98463567,0.07242078,1.00675932
mnist,proposed,256,233,0.98413219,0.06452711,1.00638994
mnist,proposed,256,234,0.98677353,0.04289019,1.00812294
mnist,proposed,256,235,0.9762635,0.00997289,0.99865498
mnist,proposed,256,236,0.98119439,0.01879347,0.98970063
mnist,proposed,256,237,0.98115219,0.02472317,1.01431864
mnist,proposed,256,238,0.98611323,0.06084332,0.97993969
mnist,proposed,256,239,0.98337557,0.02125304,0.99714228
mnist,proposed,256,240,0.98985131,0.02458709,1.00079117
