dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
circles,cnn,42,0,0.97545394,0.05869642,0.98010789
circles,cnn,42,1,0.97122886,0.01516871,0.99241462
circles,cnn,42,2,0.97308646,0.08130458,0.99385543
circles,cnn,42,3,0.97315041,0.05336183,1.00793241
circles,cnn,42,4,0.97195767,0.00024916,1.01529563
circles,cnn,42,5,0.97771268,0.04894094,1.00168066
circles,cnn,42,6,0.97692629,0.03908154,0.98752384
circles,cnn,42,7,0.97899739,0.06076396,0.97981445
circles,cnn,42,8,0.967787,0.00139958,1.02738592
circles,cnn,42,9,0.96608148,0.01123047,1.01868608
circles,cnn,42,10,0.97965946,0.00412813,0.99786468
circles,cnn,42,11,0.96935566,0.02765902,1.01432298
circles,cnn,42,12,0.97269493,0.01502608,1.01126782
circles,cnn,42,13,0.95660834,0.01978614,0.96080817
circles,cnn,42,14,0.98245548,0.00654631,1.00038668
circles,cnn,42,15,0.97445135,0.04187279,0.98713677
circles,cnn,42,16,0.9774565,0.08825933,0.99323183
circles,cnn,42,17,0.97130207,0.00585611,1.0073013
circles,cnn,42,18,0.96538734,0.02008039,0.98647612
circles,cnn,42,19,0.97557247,0.02250487,0.96936656
circles,cnn,42,20,0.98592491,0.06972923,0.99215515
circles,cnn,42,21,0.96563419,0.02879658,1.03163787
circles,cnn,42,22,0.97415666,0.00592715,1.01573254
circles,cnn,42,23,0.97630048,0.0299705,1.00628786
circles,cnn,42,24,0.97759589,0.05842457,0.98704509
circles,cnn,42,25,0.97000972,0.03119826,1.00965722
circles,cnn,42,26,0.97253813,0.04597965,0.98189967
circles,cnn,42,27,0.97160085,0.01135986,0.99459715
circles,cnn,42,28,0.96522946,0.03077364,0.98419648
circles,cnn,42,29,0.97297845,0.02663138,0.99980508
circles,cnn,42,30,0.97111898,0.02350513,0.97263228
circles,cnn,42,31,0.97998983,0.01124214,0.99141531
circles,cnn,42,32,0.96896413,0.02735266,0.98060834
circles,cnn,42,33,0.97252298,0.00297518,1.00009007
circles,cnn,42,34,0.97748531,0.0085913,1.00725392
circles,cnn,42,35,0.97528132,0.00454147,0.98553763
circles,cnn,42,36,0.98019701,0.01551067,0.98800739
circles,cnn,42,37,0.96071624,0.02718276,1.01486147
circles,cnn,42,38,0.97659945,0.00109736,0.98514482
circles,cnn,42,39,0.98184758,0.0189514,1.00062612
circles,cnn,42,40,0.97878697,0.10034881,1.0160349
circles,cnn,42,41,0.96825243,0.01829307,0.98469807
circles,cnn,42,42,0.98315805,0.01042641,0.98795634
circles,cnn,42,43,0.97668922,0.08569689,1.01164987
circles,cnn,42,44,0.97837791,0.04875817,1.02062895
circles,cnn,42,45,0.96976129,0.00733932,1.01171177
circles,cnn,42,46,0.97416497,0.04772198,1.00408551
circles,cnn,42,47,0.9723848,0.02958077,1.02198179
circles,cnn,42,48,0.97533213,0.02438148,0.9890723
circles,cnn,42,49,0.97623479,0.02885594,1.00372067
circles,cnn,42,50,0.97876602,0.00414142,0.98976007
circles,cnn,42,51,0.96930352,0.03057467,1.00124547
circles,cnn,42,52,0.97416118,0.03945204,1.00115033
circles,cnn,42,53,0.96711805,2.384e-05,1.0072862
circles,cnn,42,54,0.9696499,0.01023712,1.00382069
circles,cnn,42,55,0.96412676,0.16095091,0.98431665
circles,cnn,42,56,0.97352836,0.06200662,0.9944017
circles,cnn,42,57,0.96562604,0.01186973,1.00961913
circles,cnn,42,58,0.97578035,0.01625002,0.98980175
circles,cnn,42,59,0.96968677,0.07547739,0.97787938
