dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
cifar10,proposed,4096,0,0.7450609,0.03762828,1.0035561
cifar10,proposed,4096,1,0.7430842,0.00816914,0.98652462
cifar10,proposed,4096,2,0.74066184,0.00766084,0.9611956
cifar10,proposed,4096,3,0.74697178,0.03386114,0.9953499
cifar10,proposed,4096,4,0.74759647,0.05402454,0.98288208
cifar10,proposed,4096,5,0.73933916,0.03391371,0.98509263
cifar10,proposed,4096,6,0.73663519,0.06250399,1.0153228
cifar10,proposed,4096,7,0.73745641,0.05185717,0.9805984
cifar10,proposed,4096,8,0.74049095,0.10133183,0.9898015
cifar10,proposed,4096,9,0.73896836,0.00446296,0.97933014
cifar10,proposed,4096,10,0.736276,0.11771957,0.98210876
cifar10,proposed,4096,11,0.72982138,0.09991978,1.02393944
cifar10,proposed,4096,12,0.73610421,0.02019807,1.00733215
cifar10,proposed,4096,13,0.74498657,0.04271641,0.98321766
cifar10,proposed,4096,14,0.73240812,0.00817886,1.00979305
cifar10,proposed,4096,15,0.74242113,0.03215739,1.01635739
cifar10,proposed,4096,16,0.72747353,0.06439221,0.98899473
cifar10,proposed,4096,17,0.73672448,0.01830805,0.98241133
cifar10,proposed,4096,18,0.75542285,0.01542852,0.99362747
cifar10,proposed,4096,19,0.7315842,0.00050375,1.00097095
cifar10,proposed,4096,20,0.73729268,0.03858262,0.993206
cifar10,proposed,4096,21,0.74320272,0.03554712,0.96087497
cifar10,proposed,4096,22,0.75200244,0.02495524,1.01966495
cifar10,proposed,4096,23,0.75174992,0.03358427,0.9779924
cifar10,proposed,4096,24,0.74202299,0.00230129,0.97349569
cifar10,proposed,4096,25,0.72560463,0.10060483,1.02311586
cifar10,proposed,4096,26,0.74410716,0.01956845,1.01611302
cifar10,proposed,4096,27,0.74535125,0.00265993,1.00110911
cifar10,proposed,4096,28,0.75071594,0.04000856,1.00057859
cifar10,proposed,4096,29,0.73460897,0.00486042,0.9851617
cifar10,proposed,4096,30,0.74613129,0.00859496,0.99945546
cifar10,proposed,4096,31,0.73362705,0.04681577,1.0161796
cifar10,proposed,4096,32,0.74123339,0.01899692,0.97314592
cifar10,proposed,4096,33,0.73181574,0.00597333,1.03010151
cifar10,proposed,4096,34,0.74080153,0.05763713,1.01639099
cifar10,proposed,4096,35,0.75352949,0.1050596,1.0235499
cifar10,proposed,4096,36,0.74800681,0.05095153,1.02134737
cifar10,proposed,4096,37,0.74939768,0.02501408,0.98534414
cifar10,proposed,4096,38,0.72635528,0.01010235,1.00447177
cifar10,proposed,4096,39,0.73333384,0.009913,1.00028326
cifar10,proposed,4096,40,0.75016324,0.00059357,0.98124446
cifar10,proposed,4096,41,0.74031429,0.02411507,1.01878916
cifar10,proposed,4096,42,0.7422395,0.06454585,0.99027276
cifar10,proposed,4096,43,0.74061149,0.02357736,0.97267762
cifar10,proposed,4096,44,0.74864841,0.07951495,1.00904901
cifar10,proposed,4096,45,0.73710246,0.00242847,1.01060596
