dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
mnist,fixed_amplitude,4096,0,0.94216972,0.04853891,0.97556278
mnist,fixed_amplitude,4096,1,0.94016234,0.06192436,0.99325637
mnist,fixed_amplitude,4096,2,0.9449168,0.04494624,1.00099643
mnist,fixed_amplitude,4096,3,0.93584275,0.00173781,1.01306364
mnist,fixed_amplitude,4096,4,0.93646272,0.07000817,1.00321686
mnist,fixed_amplitude,4096,5,0.93968525,0.02300129,1.01646999
mnist,fixed_amplitude,4096,6,0.94087517,0.00428291,0.99212223
mnist,fixed_amplitude,4096,7,0.93130993,0.0139471,0.99655276
mnist,fixed_amplitude,4096,8,0.92597727,0.02389253,1.00286327
mnist,fixed_amplitude,4096,9,0.93728999,0.05747826,0.99647274
mnist,fixed_amplitude,4096,10,0.92569389,0.01431811,0.99378267
mnist,fixed_amplitude,4096,11,0.93221139,0.04862666,0.99734914
mnist,fixed_amplitude,4096,12,0.94233783,0.0098863,1.02358667
mnist,fixed_amplitude,4096,13,0.9236651,0.0151672,1.00070222
mnist,fixed_amplitude,4096,14,0.93480538,0.02431221,1.00847262
mnist,fixed_amplitude,4096,15,0.93401867,0.06082001,0.99936448
mnist,fixed_amplitude,4096,16,0.93562908,0.06125455,1.02655321
mnist,fixed_amplitude,4096,17,0.93478002,0.05957159,1.01860981
mnist,fixed_amplitude,4096,18,0.94094081,0.03041411,0.98889721
mnist,fixed_amplitude,4096,19,0.92662874,0.04839788,0.98991135
mnist,fixed_amplitude,4096,20,0.93403174,0.05378569,0.99549156
mnist,fixed_amplitude,4096,21,0.92615184,0.02070014,0.99293081
mnist,fixed_amplitude,4096,22,0.93245744,0.03492127,0.97827663
mnist,fixed_amplitude,4096,23,0.94134828,0.0156346,0.99405084
mnist,fixed_amplitude,4096,24,0.94107387,0.1007335,1.01199278
mnist,fixed_amplitude,4096,25,0.93963179,0.07540428,0.99505334
mnist,fixed_amplitude,4096,26,0.93618952,0.06511113,1.00978883
mnist,fixed_amplitude,4096,27,0.92415841,0.02652096,0.98094521
mnist,fixed_amplitude,4096,28,0.9269541,0.00348371,1.01760593
mnist,fixed_amplitude,4096,29,0.94097513,0.06991304,1.0066141
mnist,fixed_amplitude,4096,30,0.93636837,0.04854432,0.98157739
mnist,fixed_amplitude,4096,31,0.93539451,0.0165303,1.00876718
mnist,fixed_amplitude,4096,32,0.9353871,0.02544705,0.98982558
mnist,fixed_amplitude,4096,33,0.92680378,0.01356733,1.01162625
