dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
qam16,mlp,4096,0,0.93877853,0.0612449,1.01877302
qam16,mlp,4096,1,0.9299461,0.03097125,1.01156181
qam16,mlp,4096,2,0.92679404,0.0586518,1.01185866
qam16,mlp,4096,3,0.93829058,0.0201402,0.97602421
qam16,mlp,4096,4,0.94087063,0.00067694,1.01829626
qam16,mlp,4096,5,0.94149414,0.02109585,0.99261104
qam16,mlp,4096,6,0.94343035,0.05259633,0.99550937
qam16,mlp,4096,7,0.94254678,0.04347345,0.97995588
qam16,mlp,4096,8,0.9480217,0.00255336,1.03022633
qam16,mlp,4096,9,0.92977222,0.05546368,1.01322353
qam16,mlp,4096,10,0.94261007,0.0008998,1.01092263
qam16,mlp,4096,11,0.94216837,0.00782816,0.99168114
qam16,mlp,4096,12,0.93721602,0.09436634,1.0079328
qam16,mlp,4096,13,0.93203388,0.06622962,1.02053319
qam16,mlp,4096,14,0.93806506,0.08473252,0.97732279
qam16,mlp,4096,15,0.93610292,0.06175917,1.00027632
qam16,mlp,4096,16,0.94296826,0.00580827,0.98705893
qam16,mlp,4096,17,0.93391306,0.03297473,0.98312236
qam16,mlp,4096,18,0.94447648,0.06566889,1.00199587
qam16,mlp,4096,19,0.93776135,0.00273716,1.00792723
qam16,mlp,4096,20,0.93542168,0.02801679,0.99187145
qam16,mlp,4096,21,0.94624288,0.06640642,1.01193967
qam16,mlp,4096,22,0.9466213,0.06603321,1.00240902
qam16,mlp,4096,23,0.94363728,0.06601687,0.98132749
qam16,mlp,4096,24,0.93759463,0.01929636,1.03312182
qam16,mlp,4096,25,0.93892328,0.01699694,1.01557737
qam16,mlp,4096,26,0.93133276,0.06246865,1.0088383
qam16,mlp,4096,27,0.94633178,0.07879684,0.99257432
qam16,mlp,4096,28,0.93347689,0.00608906,1.00876186
qam16,mlp,4096,29,0.94756665,0.015764,1.01184032
qam16,mlp,4096,30,0.9371034,0.00903198,1.01645444
qam16,mlp,4096,31,0.93602879,0.00292812,1.00066408
qam16,mlp,4096,32,0.94827261,0.00440372,1.01213439
qam16,mlp,4096,33,0.94652636,0.03347485,1.03388194
qam16,mlp,4096,34,0.93033433,0.06382143,0.99112325
qam16,mlp,4096,35,0.93180038,0.0357219,1.01445653
qam16,mlp,4096,36,0.9360948,0.03729387,0.97323735
qam16,mlp,4096,37,0.93854159,0.00188887,0.99088959
qam16,mlp,4096,38,0.93858256,0.01338944,1.01682565
qam16,mlp,4096,39,0.94591083,0.02376824,0.97265434
qam16,mlp,4096,40,0.94646436,0.08488426,0.99491475
qam16,mlp,4096,41,0.93564544,0.02516033,1.0223836
qam16,mlp,4096,42,0.92735526,0.09081446,0.99009509
qam16,mlp,4096,43,0.94024684,0.00334846,1.00650005
qam16,mlp,4096,44,0.93157896,0.08800166,0.97953209
qam16,mlp,4096,45,0.93738709,0.02528416,0.98818634
qam16,mlp,4096,46,0.93371941,0.03900492,1.0156941
qam16,mlp,4096,47,0.93229014,0.06860231,1.00415749
qam16,mlp,4096,48,0.95008096,0.08552377,1.01900763
qam16,mlp,4096,49,0.94753369,0.05232637,1.00667861
qam16,mlp,4096,50,0.93710897,0.01615199,1.00392799
qam16,mlp,4096,51,0.9443495,0.01739198,0.99348982
qam16,mlp,4096,52,0.94206223,0.01932316,0.98196819
qam16,mlp,4096,53,0.94832513,0.11602117,0.98354035
qam16,mlp,4096,54,0.94480301,0.03015838,1.01598719
qam16,mlp,4096,55,0.93601915,0.00720268,1.00348103
qam16,mlp,4096,56,0.93609751,0.00095802,0.99487627
qam16,mlp,4096,57,0.94571986,0.00286557,1.00291013
qam16,mlp,4096,58,0.94214207,0.06889933,0.97276481
qam16,mlp,4096,59,0.93959521,0.0417597,0.97138553
qam16,mlp,4096,60,0.94649688,0.00826071,1.00198004
qam16,mlp,4096,61,0.94872191,0.12803297,0.99307542
qam16,mlp,4096,62,0.93800754,0.06334892,1.02561901
qam16,mlp,4096,63,0.940893,0.03513923,0.99419712
qam16,mlp,4096,64,0.92621804,0.05086422,0.99553192
qam16,mlp,4096,65,0.94933183,0.02829454,1.01298614
qam16,mlp,4096,66,0.93428517,0.01258507,1.01737681
qam16,mlp,4096,67,0.94083043,0.09180948,0.97962567
qam16,mlp,4096,68,0.93985865,0.03017305,1.00563573
qam16,mlp,4096,69,0.94237977,0.0722596,1.01520535
qam16,mlp,4096,70,0.93032906,0.02435588,1.00965697
qam16,mlp,4096,71,0.93875421,0.04071079,0.97294349
qam16,mlp,4096,72,0.93531163,0.0695564,0.98456681
qam16,mlp,4096,73,0.94412276,0.01090912,1.00995204
qam16,mlp,4096,74,0.93215945,0.02784487,1.00619718
qam16,mlp,4096,75,0.93270118,0.00361343,1.00343691
qam16,mlp,4096,76,0.94214704,0.03979184,1.01084197
