dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
circles,fixed_phase,256,0,0.92721866,0.00988594,0.99202435
circles,fixed_phase,256,1,0.92751795,0.00585216,1.01474929
circles,fixed_phase,256,2,0.915164,0.02985995,1.00793986
circles,fixed_phase,256,3,0.91483553,0.07438961,1.00828916
circles,fixed_phase,256,4,0.92188647,0.05761917,0.99938734
circles,fixed_phase,256,5,0.92165892,0.04400463,0.97988807
circles,fixed_phase,256,6,0.92038074,0.00622434,1.01518913
circles,fixed_phase,256,7,0.91445811,0.04593139,1.0101175
circles,fixed_phase,256,8,0.91939909,0.01143866,1.0140595
circles,fixed_phase,256,9,0.92882815,0.03126881,1.00950748
circles,fixed_phase,256,10,0.92135871,0.01669865,1.00698416
circles,fixed_phase,256,11,0.9235548,0.03969359,1.01667155
circles,fixed_phase,256,12,0.93348468,0.00468697,1.01361211
circles,fixed_phase,256,13,0.91682526,0.00049923,0.99534977
circles,fixed_phase,256,14,0.92328133,0.00834474,1.00395916
circles,fixed_phase,256,15,0.91957395,0.06507368,1.01286686
circles,fixed_phase,256,16,0.92633269,0.01864498,0.98970285
circles,fixed_phase,256,17,0.91979209,0.00730169,1.00087253
circles,fixed_phase,256,18,0.92976057,0.01954796,0.99126537
circles,fixed_phase,256,19,0.92284806,0.09715478,1.00941806
circles,fixed_phase,256,20,0.92037856,0.05589403,0.98027629
circles,fixed_phase,256,21,0.91342305,0.02197911,0.99246688
circles,fixed_phase,256,22,0.93234342,0.04454895,0.98628316
circles,fixed_phase,256,23,0.93081006,0.02222258,1.02977121
circles,fixed_phase,256,24,0.92472215,0.04508712,1.02622458
circles,fixed_phase,256,25,0.91414987,0.03105516,0.99422861
circles,fixed_phase,256,26,0.91417942,0.05107645,0.99779186
circles,fixed_phase,256,27,0.91716319,0.01377566,0.99882352
circles,fixed_phase,256,28,0.92604126,0.02920526,0.99323364
circles,fixed_phase,256,29,0.91947723,0.06198709,1.0008564
circles,fixed_phase,256,30,0.91273421,0.00121578,1.00666083
circles,fixed_phase,256,31,0.92036006,0.04375869,1.01731305
circles,fixed_phase,256,32,0.91709883,0.02896567,0.97131618
circles,fixed_phase,256,33,0.92144557,0.01586619,1.00145177
circles,fixed_phase,256,34,0.91548096,0.00828696,1.0041368
circles,fixed_phase,256,35,0.93045018,0.01784143,1.01997093
circles,fixed_phase,256,36,0.92894634,0.0555945,1.01766704
circles,fixed_phase,256,37,0.92834213,0.05896597,0.9847747
circles,fixed_phase,256,38,0.90877224,0.00045166,1.02238546
circles,fixed_phase,256,39,0.91137577,0.05659626,1.00635203
circles,fixed_phase,256,40,0.90886054,0.04378595,0.98886015
circles,fixed_phase,256,41,0.90747024,0.03915237,1.01520374
circles,fixed_phase,256,42,0.9204986,0.05468685,1.02841765
circles,fixed_phase,256,43,0.92082966,0.01399514,0.99953879
circles,fixed_phase,256,44,0.91524051,0.07056903,0.97410612
circles,fixed_phase,256,45,0.92449665,0.04289375,0.99067966
circles,fixed_phase,256,46,0.91272404,0.02489149,0.9834701
circles,fixed_phase,256,47,0.92983968,0.06489695,0.99160153
circles,fixed_phase,256,48,0.91501524,0.01537074,0.99592043
circles,fixed_phase,256,49,0.91083782,0.05203778,0.97710855
circles,fixed_phase,256,50,0.9203132,0.00858725,0.97836907
circles,fixed_phase,256,51,0.91832134,0.00540352,0.99330942
circles,fixed_phase,256,52,0.92101338,0.00820361,0.99844504
circles,fixed_phase,256,53,0.91450532,0.01716859,0.99307372
circles,fixed_phase,256,54,0.91984978,0.0150089,0.97060108
circles,fixed_phase,256,55,0.9198927,0.05469831,0.99974804
