dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
fashion_mnist,mlp,256,0,0.89728619,0.01848516,0.98566448
fashion_mnist,mlp,256,1,0.90527371,0.01573438,0.99233765
fashion_mnist,mlp,256,2,0.90732803,0.01133346,1.00483377
fashion_mnist,mlp,256,3,0.90862038,0.09571443,0.98902745
fashion_mnist,mlp,256,4,0.90475421,0.01560137,1.01887757
fashion_mnist,mlp,256,5,0.90231087,0.01232214,0.9652295
fashion_mnist,mlp,256,6,0.906217,0.06935754,1.02442808
fashion_mnist,mlp,256,7,0.89917297,0.0679911,0.97783576
fashion_mnist,mlp,256,8,0.89926953,0.04980649,0.98697238
fashion_mnist,mlp,256,9,0.90265705,0.0716625,0.98472693
fashion_mnist,mlp,256,10,0.90785248,0.00715396,1.01241878
fashion_mnist,mlp,256,11,0.90241821,0.03871905,1.00287011
fashion_mnist,mlp,256,12,0.89601909,0.04812243,0.99343571
fashion_mnist,mlp,256,13,0.9025834,0.00116941,0.97539185
fashion_mnist,mlp,256,14,0.90939944,0.04620146,0.98513199
fashion_mnist,mlp,256,15,0.90249223,0.05358884,0.98936026
fashion_mnist,mlp,256,16,0.90010307,0.07453005,1.00359845
fashion_mnist,mlp,256,17,0.90754482,0.01695731,0.964873
fashion_mnist,mlp,256,18,0.89549696,0.13369723,1.0257474
fashion_mnist,mlp,256,19,0.90269108,0.00145614,1.015057
fashion_mnist,mlp,256,20,0.90984246,0.00697479,0.99045969
fashion_mnist,mlp,256,21,0.90723249,0.06306833,1.01692151
fashion_mnist,mlp,256,22,0.90174349,0.07763538,0.97516081
fashion_mnist,mlp,256,23,0.89175631,0.02313029,1.01288688
fashion_mnist,mlp,256,24,0.90115735,0.07441765,0.99242015
fashion_mnist,mlp,256,25,0.90258208,0.04239701,1.01529054
fashion_mnist,mlp,256,26,0.90610186,0.00722519,1.0024979
fashion_mnist,mlp,256,27,0.90036175,0.00171867,1.0036379
fashion_mnist,mlp,256,28,0.89871496,0.05605845,1.01068224
fashion_mnist,mlp,256,29,0.89266349,0.06268324,1.00157066
fashion_mnist,mlp,256,30,0.90089957,0.04576286,0.98692505
fashion_mnist,mlp,256,31,0.90633233,0.0309471,0.99886903
fashion_mnist,mlp,256,32,0.90414562,0.00366595,1.00751783
fashion_mnist,mlp,256,33,0.89912316,0.08634513,0.98502596
fashion_mnist,mlp,256,34,0.89816648,0.05394613,1.01180399
fashion_mnist,mlp,256,35,0.88879134,0.00379043,0.98398903
fashion_mnist,mlp,256,36,0.90445643,0.02530746,0.99223527
fashion_mnist,mlp,256,37,0.89360824,0.05599782,1.01029223
fashion_mnist,mlp,256,38,0.9059375,0.06874048,1.00574698
fashion_mnist,mlp,256,39,0.90181569,0.04837903,0.99591622
fashion_mnist,mlp,256,40,0.90105618,0.1050156,0.99654621
fashion_mnist,mlp,256,41,0.9088767,0.01771736,0.98842432
fashion_mnist,mlp,256,42,0.91726337,0.02683751,1.00567628
fashion_mnist,mlp,256,43,0.90577393,0.04659839,0.99570181
fashion_mnist,mlp,256,44,0.89892153,0.04793285,0.99609343
fashion_mnist,mlp,256,45,0.90021227,0.07784649,0.9744722
fashion_mnist,mlp,256,46,0.8929245,0.00536712,0.96721854
fashion_mnist,mlp,256,47,0.90739003,0.01748862,0.99300445
fashion_mnist,mlp,256,48,0.89860944,0.01475781,0.99110575
fashion_mnist,mlp,256,49,0.89093153,0.03161324,1.03409802
fashion_mnist,mlp,256,50,0.89456063,0.01442817,0.98372177
fashion_mnist,mlp,256,51,0.90890146,0.10035472,1.0061591
fashion_mnist,mlp,256,52,0.90222917,0.01816666,0.99706841
fashion_mnist,mlp,256,53,0.90690844,0.05124285,0.98212949
fashion_mnist,mlp,256,54,0.90401372,0.00837269,0.98738621
fashion_mnist,mlp,256,55,0.89474455,0.00958771,0.99761709
fashion_mnist,mlp,256,56,0.90681607,0.12967766,1.00546563
fashion_mnist,mlp,256,57,0.91159666,0.03333881,1.03298216
