dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
cifar10,cnn,4096,0,0.74505308,0.06982623,1.00372807
cifar10,cnn,4096,1,0.73941485,0.03058184,0.99750243
cifar10,cnn,4096,2,0.74249359,0.0039951,0.97791628
cifar10,cnn,4096,3,0.74028313,0.04223789,0.98605578
cifar10,cnn,4096,4,0.74456679,0.04495783,0.99672507
cifar10,cnn,4096,5,0.74713935,0.01069425,0.98388766
cifar10,cnn,4096,6,0.74319853,0.06231492,0.99656527
cifar10,cnn,4096,7,0.75033611,0.00444235,1.02376378
cifar10,cnn,4096,8,0.76041875,0.02492738,0.9969165
cifar10,cnn,4096,9,0.74516615,0.06480306,1.00105412
cifar10,cnn,4096,10,0.74344226,0.07482004,0.99135095
cifar10,cnn,4096,11,0.74116338,0.01045698,1.00606677
cifar10,cnn,4096,12,0.74524184,0.01242383,0.99994823
cifar10,cnn,4096,13,0.74656334,0.01971511,1.01460825
cifar10,cnn,4096,14,0.75084336,0.0587419,0.98865368
cifar10,cnn,4096,15,0.73809543,0.03055113,0.99173244
cifar10,cnn,4096,16,0.74825295,0.01341358,0.99381875
cifar10,cnn,4096,17,0.74791022,0.01143611,1.00514925
cifar10,cnn,4096,18,0.7487313,0.02616264,1.03673207
cifar10,cnn,4096,19,0.76371705,0.04420323,0.99630512
cifar10,cnn,4096,20,0.74309533,0.02984783,1.02891725
cifar10,cnn,4096,21,0.73007028,0.02784803,1.02986879
cifar10,cnn,4096,22,0.74525989,0.03646851,0.9911291
cifar10,cnn,4096,23,0.74698752,0.00063015,1.00022145
cifar10,cnn,4096,24,0.74385753,0.02688689,0.99697976
cifar10,cnn,4096,25,0.75443376,0.07030097,0.99793783
cifar10,cnn,4096,26,0.73618138,0.04366056,0.97713378
cifar10,cnn,4096,27,0.74393714,0.03885085,1.00066988
cifar10,cnn,4096,28,0.73039091,0.01292351,1.01807028
cifar10,cnn,4096,29,0.737149,0.00200451,0.99604547
cifar10,cnn,4096,30,0.74535079,0.04961655,1.01052707
cifar10,cnn,4096,31,0.74414302,0.01194517,1.00164075
cifar10,cnn,4096,32,0.74550444,0.00513998,0.99586527
cifar10,cnn,4096,33,0.74009,0.10166488,1.01529078
cifar10,cnn,4096,34,0.74426236,0.06787389,1.01089769
cifar10,cnn,4096,35,0.7437364,0.03968165,0.96547441
cifar10,cnn,4096,36,0.7450324,0.05026829,1.00887153
cifar10,cnn,4096,37,0.74540377,0.00475352,1.00040733
cifar10,cnn,4096,38,0.74865651,0.03149987,1.00261071
cifar10,cnn,4096,39,0.74814603,0.04770147,1.01842963
