dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
cifar10,random_unitary,256,0,0.67653271,0.03352348,0.99835765
cifar10,random_unitary,256,1,0.66813632,0.01751267,0.99802077
cifar10,random_unitary,256,2,0.66812175,0.14673518,0.98303921
cifar10,random_unitary,256,3,0.66522487,0.01349619,0.98800108
cifar10,random_unitary,256,4,0.67881563,0.03487023,1.00337788
cifar10,random_unitary,256,5,0.6714045,0.01129037,1.01881345
cifar10,random_unitary,256,6,0.67213109,0.04917032,1.00614223
cifar10,random_unitary,256,7,0.67965459,0.00819356,1.01845673
cifar10,random_unitary,256,8,0.66907101,0.00198128,0.97773019
cifar10,random_unitary,256,9,0.66113817,0.03467519,1.0305389
cifar10,random_unitary,256,10,0.67415153,0.05239189,1.00625588
cifar10,random_unitary,256,11,0.67333716,0.02104014,0.99512087
cifar10,random_unitary,256,12,0.65877187,0.00183218,1.04779712
cifar10,random_unitary,256,13,0.67331996,0.02022503,1.01882557
cifar10,random_unitary,256,14,0.6680913,0.08664406,0.99062497
cifar10,random_unitary,256,15,0.67304024,0.00381925,1.00595772
cifar10,random_unitary,256,16,0.66174673,0.07441836,0.97461054
cifar10,random_unitary,256,17,0.65303004,0.06171947,0.96842808
cifar10,random_unitary,256,18,0.66732374,0.06664888,1.00229164
cifar10,random_unitary,256,19,0.66879433,0.00455266,1.01920327
cifar10,random_unitary,256,20,0.67238503,0.03385234,0.99159323
cifar10,random_unitary,256,21,0.6576083,0.00274334,0.98232126
cifar10,random_unitary,256,22,0.66053079,0.0006814,1.01676213
cifar10,random_unitary,256,23,0.67054786,0.01937602,0.99833655
cifar10,random_unitary,256,24,0.67878245,0.03943836,0.98867131
cifar10,random_unitary,256,25,0.66377654,0.04607081,1.00971298
cifar10,random_unitary,256,26,0.66167433,0.0892625,0.99164784
cifar10,random_unitary,256,27,0.66356455,0.05582615,0.98052338
cifar10,random_unitary,256,28,0.66915978,0.03034819,0.99218777
cifar10,random_unitary,256,29,0.67134943,0.00906372,0.97228986
cifar10,random_unitary,256,30,0.65753535,0.05523616,1.03061764
cifar10,random_unitary,256,31,0.67049906,0.00821432,0.99548262
cifar10,random_unitary,256,32,0.6676197,0.06328095,1.01966482
cifar10,random_unitary,256,33,0.67342177,0.04224981,0.9920056
cifar10,random_unitary,256,34,0.6584907,0.02365367,0.96074541
cifar10,random_unitary,256,35,0.66595255,0.01388518,1.0052343
cifar10,random_unitary,256,36,0.66780258,0.09189421,1.01246363
cifar10,random_unitary,256,37,0.66303142,0.03250951,1.00049784
cifar10,random_unitary,256,38,0.67954494,0.00352859,1.00502115
cifar10,random_unitary,256,39,0.66718004,0.07394976,0.99848046
cifar10,random_unitary,256,40,0.66509738,0.05364476,0.99774636
cifar10,random_unitary,256,41,0.66460601,0.08390496,0.99677416
cifar10,random_unitary,256,42,0.65854721,0.07648473,0.99464063
cifar10,random_unitary,256,43,0.66423098,0.02511975,1.0096188
cifar10,random_unitary,256,44,0.66424291,0.02137798,1.01534858
cifar10,random_unitary,256,45,0.66820888,0.06097803,1.00757035
cifar10,random_unitary,256,46,0.67937621,0.03095168,1.01877093
cifar10,random_unitary,256,47,0.67497666,0.08983416,0.98522441
cifar10,random_unitary,256,48,0.659396,0.03186183,1.01232915
cifar10,random_unitary,256,49,0.67041107,0.03563116,0.99719578
cifar10,random_unitary,256,50,0.66204548,0.0305102,1.00072837
cifar10,random_unitary,256,51,0.66745804,0.05269319,0.95989494
cifar10,random_unitary,256,52,0.66456433,0.05460618,0.98658615
cifar10,random_unitary,256,53,0.67537133,0.06762743,0.9679068
cifar10,random_unitary,256,54,0.6772176,0.08075135,1.01268818
cifar10,random_unitary,256,55,0.67756274,0.01890395,1.00844246
cifar10,random_unitary,256,56,0.68345058,0.01348559,0.96541474
cifar10,random_unitary,256,57,0.6786376,0.045311,1.01271736
cifar10,random_unitary,256,58,0.66873109,0.00681926,0.99662318
cifar10,random_unitary,256,59,0.66757219,0.03482987,1.01417996
cifar10,random_unitary,256,60,0.66774455,0.00104527,1.00028992
cifar10,random_unitary,256,61,0.66607265,0.06425111,0.97801314
cifar10,random_unitary,256,62,0.66946927,0.0020167,0.99707541
cifar10,random_unitary,256,63,0.67319652,0.02685136,1.0090122
cifar10,random_unitary,256,64,0.67134683,0.04559121,0.98257907
cifar10,random_unitary,256,65,0.66402478,0.0378831,0.99601459
cifar10,random_unitary,256,66,0.6666242,0.00186521,0.99005349
cifar10,random_unitary,256,67,0.6712058,0.00095649,0.99318351
cifar10,random_unitary,256,68,0.67515905,0.15758345,0.97471733
cifar10,random_unitary,256,69,0.6712265,0.00281862,0.98962761
cifar10,random_unitary,256,70,0.66041634,0.04278679,0.99618827
cifar10,random_unitary,256,71,0.66452786,0.06414072,1.01525817
cifar10,random_unitary,256,72,0.669253,0.0502008,1.02946068
cifar10,random_unitary,256,73,0.66986435,0.00428975,0.99491276
cifar10,random_unitary,256,74,0.66824385,0.00808358,0.98968502
cifar10,random_unitary,256,75,0.67123356,0.01104623,0.9957611
cifar10,random_unitary,256,76,0.67238053,0.10436026,0.99581644
cifar10,random_unitary,256,77,0.66669517,0.00266161,1.01161814
cifar10,random_unitary,256,78,0.66441772,0.07847822,1.00902501
cifar10,random_unitary,256,79,0.66319904,0.03214753,1.00000079
cifar10,random_unitary,256,80,0.67920275,0.10596149,1.0134324
cifar10,random_unitary,256,81,0.67290307,0.00182425,0.98395864
cifar10,random_unitary,256,82,0.67344295,0.02041007,0.98487773
cifar10,random_unitary,256,83,0.65366561,0.04387175,1.0546122
cifar10,random_unitary,256,84,0.66953925,0.01452529,1.00775111
cifar10,random_unitary,256,85,0.66596806,0.0414173,0.99325476
cifar10,random_unitary,256,86,0.67292196,0.02554739,0.99617833
cifar10,random_unitary,256,87,0.66097927,0.03033624,1.01227555
cifar10,random_unitary,256,88,0.67659451,0.05919866,0.97995923
cifar10,random_unitary,256,89,0.66024851,0.00517351,0.98833212
cifar10,random_unitary,256,90,0.66532322,0.01750395,1.00963199
cifar10,random_unitary,256,91,0.65825098,0.07432403,0.99352687
cifar10,random_unitary,256,92,0.67058589,0.01820081,0.99399888
cifar10,random_unitary,256,93,0.66862047,0.03377705,1.00358234
cifar10,random_unitary,256,94,0.66755735,0.04120108,1.01597674
cifar10,random_unitary,256,95,0.66818142,0.03993464,0.98518933
cifar10,random_unitary,256,96,0.67768426,0.03667297,0.99118323
cifar10,random_unitary,256,97,0.66961469,0.05769835,0.98899283
cifar10,random_unitary,256,98,0.66559067,0.05966361,1.00245909
cifar10,random_unitary,256,99,0.66394203,0.07402257,0.98923642
