dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
qam16,random_unitary,1024,0,0.85015246,0.03537541,1.0234378
qam16,random_unitary,1024,1,0.86392478,0.00501598,1.0074686
qam16,random_unitary,1024,2,0.86404796,0.03457147,1.00755719
qam16,random_unitary,1024,3,0.85756246,0.03024356,0.98633294
qam16,random_unitary,1024,4,0.86072371,0.0961848,1.00719977
qam16,random_unitary,1024,5,0.86395311,0.00946508,0.99994428
qam16,random_unitary,1024,6,0.86480207,0.10036627,1.01082475
qam16,random_unitary,1024,7,0.85651667,0.01642243,0.99447276
qam16,random_unitary,1024,8,0.86124727,0.05502058,0.98588848
qam16,random_unitary,1024,9,0.85577292,0.00027679,0.98674936
qam16,random_unitary,1024,10,0.85393503,0.01054848,1.01474023
qam16,random_unitary,1024,11,0.86260879,0.01106781,1.00504918
qam16,random_unitary,1024,12,0.84725221,0.00201491,0.9908902
qam16,random_unitary,1024,13,0.86549795,0.04429139,1.00995232
qam16,random_unitary,1024,14,0.85955742,0.06351434,0.99273604
qam16,random_unitary,1024,15,0.86177573,0.0431618,1.00890421
qam16,random_unitary,1024,16,0.86246965,0.01042816,0.97866853
qam16,random_unitary,1024,17,0.85282343,0.0297808,0.99450068
qam16,random_unitary,1024,18,0.85869845,0.03924408,0.99106463
qam16,random_unitary,1024,19,0.86858157,0.00337789,1.02488897
qam16,random_unitary,1024,20,0.86411788,0.04625815,1.00698612
qam16,random_unitary,1024,21,0.85941986,0.04499776,1.00297314
qam16,random_unitary,1024,22,0.85362024,0.10324712,1.00807104
qam16,random_unitary,1024,23,0.85446658,0.05452201,0.97590289
qam16,random_unitary,1024,24,0.85000412,0.02760119,1.01599131
qam16,random_unitary,1024,25,0.85374875,0.06549566,0.95441542
qam16,random_unitary,1024,26,0.86071146,0.0610459,0.97147842
qam16,random_unitary,1024,27,0.85730614,0.05627044,1.00013781
qam16,random_unitary,1024,28,0.86288735,0.02227097,1.00508802
qam16,random_unitary,1024,29,0.85644383,0.03897582,1.01549603
qam16,random_unitary,1024,30,0.84877054,0.0996812,0.98665855
qam16,random_unitary,1024,31,0.86018552,0.05585541,0.99520954
qam16,random_unitary,1024,32,0.85470889,0.03999036,0.99054287
qam16,random_unitary,1024,33,0.86213985,0.01749305,1.00486516
qam16,random_unitary,1024,34,0.85786222,0.04080428,1.01894903
qam16,random_unitary,1024,35,0.86057951,0.02823866,1.01822381
qam16,random_unitary,1024,36,0.84908408,0.01483237,0.98405795
qam16,random_unitary,1024,37,0.85592875,0.086454,0.99219044
qam16,random_unitary,1024,38,0.85962771,0.05103057,1.01853029
qam16,random_unitary,1024,39,0.86081632,0.01720988,0.99723865
qam16,random_unitary,1024,40,0.86606431,0.05417934,1.00087441
qam16,random_unitary,1024,41,0.85342907,0.04604775,0.99715498
qam16,random_unitary,1024,42,0.85979379,0.03173829,0.9951391
qam16,random_unitary,1024,43,0.86164132,0.02405383,0.9810656
qam16,random_unitary,1024,44,0.86493994,0.05465777,1.00121102
qam16,random_unitary,1024,45,0.85017406,0.00949506,1.01625921
qam16,random_unitary,1024,46,0.85462731,0.01794632,1.03164786
qam16,random_unitary,1024,47,0.85202376,0.03478676,0.98706847
qam16,random_unitary,1024,48,0.86004251,0.03674586,1.00099442
qam16,random_unitary,1024,49,0.85448677,0.05479955,1.00455526
qam16,random_unitary,1024,50,0.86079314,0.04651895,1.00186363
qam16,random_unitary,1024,51,0.85543149,0.03704971,0.99131487
qam16,random_unitary,1024,52,0.86817963,0.03969917,1.02480099
qam16,random_unitary,1024,53,0.84898684,0.01315662,0.98787546
qam16,random_unitary,1024,54,0.85566853,0.04918373,1.01306265
qam16,random_unitary,1024,55,0.86209932,0.06411568,0.98871433
qam16,random_unitary,1024,56,0.8537748,0.00965179,1.01325449
qam16,random_unitary,1024,57,0.84440529,0.0249733,1.01303257
qam16,random_unitary,1024,58,0.85068275,0.01355165,0.99766654
qam16,random_unitary,1024,59,0.86379484,0.04072314,1.00560202
qam16,random_unitary,1024,60,0.86253268,0.00866926,1.0237536
qam16,random_unitary,1024,61,0.85917327,0.05613488,0.99005261
qam16,random_unitary,1024,62,0.86504369,0.01913941,0.99422645
qam16,random_unitary,1024,63,0.85444639,0.04597647,0.98100628
qam16,random_unitary,1024,64,0.84205977,0.09589468,0.98772803
qam16,random_unitary,1024,65,0.86054625,0.0537426,0.99471567
qam16,random_unitary,1024,66,0.86388002,0.04362431,0.98155179
qam16,random_unitary,1024,67,0.84752899,0.10218435,0.96898775
qam16,random_unitary,1024,68,0.85578109,0.00591925,0.97735736
qam16,random_unitary,1024,69,0.8557061,0.05059228,1.00469738
qam16,random_unitary,1024,70,0.85495604,0.07557544,0.97787698
qam16,random_unitary,1024,71,0.85521117,0.0274011,0.98762645
qam16,random_unitary,1024,72,0.84652784,0.05533059,0.99492081
qam16,random_unitary,1024,73,0.86480527,0.07567251,1.01054383
qam16,random_unitary,1024,74,0.86433194,0.03256828,1.00423373
qam16,random_unitary,1024,75,0.86091072,0.03813108,0.9699998
qam16,random_unitary,1024,76,0.86128848,0.05949898,1.02928221
qam16,random_unitary,1024,77,0.85551758,0.00467859,1.01711341
qam16,random_unitary,1024,78,0.85767517,0.03399642,0.99465444
qam16,random_unitary,1024,79,0.85557581,0.09856425,0.98435384
qam16,random_unitary,1024,80,0.85561532,0.04081487,1.00683984
qam16,random_unitary,1024,81,0.84477686,0.03045294,0.99849308
qam16,random_unitary,1024,82,0.86162292,0.09564587,0.98994796
qam16,random_unitary,1024,83,0.86055664,0.0914625,1.01107513
qam16,random_unitary,1024,84,0.86200672,0.05007511,1.00200335
qam16,random_unitary,1024,85,0.86229729,0.00690721,1.00074327
qam16,random_unitary,1024,86,0.85971131,0.06407263,1.00862791
qam16,random_unitary,1024,87,0.862585,0.08770879,0.99921366
qam16,random_unitary,1024,88,0.85742166,0.11553575,1.03059147
qam16,random_unitary,1024,89,0.85906479,0.01737817,0.99247422
qam16,random_unitary,1024,90,0.85614585,0.09256242,1.00516049
qam16,random_unitary,1024,91,0.86152344,0.0092403,0.99829303
qam16,random_unitary,1024,92,0.85336212,0.00704559,1.00965017
qam16,random_unitary,1024,93,0.86325875,0.00489451,1.00451779
qam16,random_unitary,1024,94,0.86343975,0.01034999,1.00200976
qam16,random_unitary,1024,95,0.85766643,0.02717376,0.97912146
qam16,random_unitary,1024,96,0.85568739,0.01208394,1.00869568
qam16,random_unitary,1024,97,0.8580474,0.01498599,1.01147405
qam16,random_unitary,1024,98,0.86373536,0.03064197,1.00923337
qam16,random_unitary,1024,99,0.84724825,0.03907289,1.01227242
qam16,random_unitary,1024,100,0.85328049,0.04905521,1.01559465
qam16,random_unitary,1024,101,0.85714774,0.01311968,1.03081092
qam16,random_unitary,1024,102,0.85361451,0.06157469,1.01122619
qam16,random_unitary,1024,103,0.86154715,0.0105182,0.98760591
qam16,random_unitary,1024,104,0.86114252,0.04982474,1.00613182
qam16,random_unitary,1024,105,0.86813545,0.03740133,1.02671911
qam16,random_unitary,1024,106,0.86293503,0.03985363,0.99920425
qam16,random_unitary,1024,107,0.85452283,0.03557593,1.00896783
qam16,random_unitary,1024,108,0.85251313,0.05844782,0.99926357
qam16,random_unitary,1024,109,0.85582616,0.063521,1.00590162
qam16,random_unitary,1024,110,0.85839196,0.02402364,1.00164313
qam16,random_unitary,1024,111,0.87002477,0.06560586,0.9832849
qam16,random_unitary,1024,112,0.85464053,0.03237312,1.02803077
qam16,random_unitary,1024,113,0.86330629,0.02553539,1.00962978
qam16,random_unitary,1024,114,0.85729207,0.02570492,0.9843782
qam16,random_unitary,1024,115,0.85275501,0.04267635,1.00390875
qam16,random_unitary,1024,116,0.86201558,0.00434299,0.98062227
qam16,random_unitary,1024,117,0.86815362,0.02164127,0.99537538
qam16,random_unitary,1024,118,0.84686029,0.00468367,1.00405982
qam16,random_unitary,1024,119,0.85508705,0.01748008,1.00619544
qam16,random_unitary,1024,120,0.8652366,0.01841641,1.01494087
qam16,random_unitary,1024,121,0.85981438,0.04675954,0.99825548
qam16,random_unitary,1024,122,0.86395415,0.08525915,0.9806084
qam16,random_unitary,1024,123,0.85428887,0.0301969,0.97190419
qam16,random_unitary,1024,124,0.85253908,0.11298672,0.99468098
qam16,random_unitary,1024,125,0.85142882,0.03903481,1.02376945
qam16,random_unitary,1024,126,0.85733363,0.02998217,1.00493351
qam16,random_unitary,1024,127,0.85252436,0.01718737,1.01165734
qam16,random_unitary,1024,128,0.853171,0.04013964,1.00478169
qam16,random_unitary,1024,129,0.86441919,0.11031931,0.97299055
qam16,random_unitary,1024,130,0.85331457,0.0567672,0.97857681
qam16,random_unitary,1024,131,0.84871193,0.02058349,0.9565953
qam16,random_unitary,1024,132,0.85476828,0.0377776,0.97858517
qam16,random_unitary,1024,133,0.86131202,0.0199251,1.01229086
qam16,random_unitary,1024,134,0.8526018,0.04482355,1.00162435
qam16,random_unitary,1024,135,0.86170543,0.01296395,1.01835261
qam16,random_unitary,1024,136,0.85492797,0.01007576,1.01308656
qam16,random_unitary,1024,137,0.85679887,0.00266764,0.99541013
qam16,random_unitary,1024,138,0.85271773,0.0013834,1.0183693
qam16,random_unitary,1024,139,0.85289203,0.04128551,0.98656818
qam16,random_unitary,1024,140,0.85619073,0.05609845,1.00344526
qam16,random_unitary,1024,141,0.8548089,0.17769422,0.98966234
qam16,random_unitary,1024,142,0.84683327,0.00413767,0.990027
qam16,random_unitary,1024,143,0.86003567,0.0144338,1.001657
qam16,random_unitary,1024,144,0.87074734,0.01197574,0.99319433
qam16,random_unitary,1024,145,0.85219014,0.07047301,0.997288
qam16,random_unitary,1024,146,0.85783658,0.03067664,0.97773385
qam16,random_unitary,1024,147,0.84887854,0.09677951,0.99941584
qam16,random_unitary,1024,148,0.86524091,0.00231192,1.00385692
qam16,random_unitary,1024,149,0.85869899,0.03623964,1.00782703
qam16,random_unitary,1024,150,0.85680941,0.00797687,1.02171259
qam16,random_unitary,1024,151,0.85682959,0.05628547,0.99571042
qam16,random_unitary,1024,152,0.85938233,0.02215415,0.99684928
qam16,random_unitary,1024,153,0.8602784,0.05227717,0.97937373
qam16,random_unitary,1024,154,0.85953891,0.0249586,1.00173763
qam16,random_unitary,1024,155,0.86954878,0.00665297,1.01307049
qam16,random_unitary,1024,156,0.87094086,0.08934403,0.9877724
qam16,random_unitary,1024,157,0.86592244,0.04774467,0.99513185
qam16,random_unitary,1024,158,0.8594491,0.05649168,0.99690323
qam16,random_unitary,1024,159,0.84976611,0.01814688,1.00045346
qam16,random_unitary,1024,160,0.8598244,0.02416139,0.97645479
qam16,random_unitary,1024,161,0.86087258,0.02992136,1.01805192
qam16,random_unitary,1024,162,0.86570915,0.02164957,1.03014639
qam16,random_unitary,1024,163,0.86470967,0.05604296,1.00613208
qam16,random_unitary,1024,164,0.87250056,0.04894009,0.9888687
qam16,random_unitary,1024,165,0.8640301,0.0533164,1.02557009
qam16,random_unitary,1024,166,0.84873956,0.06314853,1.00009928
qam16,random_unitary,1024,167,0.85767487,0.06303012,1.03866165
qam16,random_unitary,1024,168,0.85834492,0.03552257,1.01111605
qam16,random_unitary,1024,169,0.86908876,0.12127289,0.9969809
qam16,random_unitary,1024,170,0.85686487,0.04727908,1.00940342
qam16,random_unitary,1024,171,0.8575326,0.0392666,1.00311407
qam16,random_unitary,1024,172,0.86089415,0.05404296,0.98873522
qam16,random_unitary,1024,173,0.86292429,0.02475719,0.98192202
qam16,random_unitary,1024,174,0.85421215,0.14011932,0.99512045
qam16,random_unitary,1024,175,0.86034552,0.02121819,1.0086531
qam16,random_unitary,1024,176,0.86571137,0.02894304,1.0152417
qam16,random_unitary,1024,177,0.86454822,0.04895822,1.01043275
qam16,random_unitary,1024,178,0.85095366,0.05141351,1.00104409
qam16,random_unitary,1024,179,0.85416448,0.02697282,1.0150995
qam16,random_unitary,1024,180,0.84597303,0.04171925,1.01379124
qam16,random_unitary,1024,181,0.85697299,0.08716157,1.00309848
qam16,random_unitary,1024,182,0.85896888,0.00020297,0.98141703
qam16,random_unitary,1024,183,0.85184511,0.04362489,0.9989392
qam16,random_unitary,1024,184,0.85721777,0.074677,0.99617763
qam16,random_unitary,1024,185,0.86136489,0.0179801,1.0087004
qam16,random_unitary,1024,186,0.87089115,0.0042136,1.00852717
qam16,random_unitary,1024,187,0.86019592,0.00225327,1.01297456
qam16,random_unitary,1024,188,0.86144686,0.05772915,1.00372469
qam16,random_unitary,1024,189,0.86192441,0.00434313,0.97739553
qam16,random_unitary,1024,190,0.85195501,0.02917615,0.99645595
qam16,random_unitary,1024,191,0.86347667,0.00925841,0.97510649
qam16,random_unitary,1024,192,0.86385872,0.03286506,0.99787725
qam16,random_unitary,1024,193,0.85286924,0.0014423,0.99155453
qam16,random_unitary,1024,194,0.8601671,0.01107433,0.99619516
qam16,random_unitary,1024,195,0.86003688,0.12210419,0.99272683
qam16,random_unitary,1024,196,0.85060103,0.05411277,0.98754926
qam16,random_unitary,1024,197,0.85467311,0.0529863,0.99592827
qam16,random_unitary,1024,198,0.85464827,0.07573394,1.00709093
qam16,random_unitary,1024,199,0.85749616,0.04849028,1.0130024
qam16,random_unitary,1024,200,0.85158481,0.1286597,0.99387887
qam16,random_unitary,1024,201,0.86429943,0.00551466,1.01008212
qam16,random_unitary,1024,202,0.86056212,0.0024883,1.01447784
qam16,random_unitary,1024,203,0.86358677,0.0073993,1.02119583
qam16,random_unitary,1024,204,0.8541646,0.01484948,1.01807729
qam16,random_unitary,1024,205,0.86019401,0.03142156,0.9704368
qam16,random_unitary,1024,206,0.85183128,0.00254066,0.98212504
qam16,random_unitary,1024,207,0.86401498,0.0652436,0.9629273
qam16,random_unitary,1024,208,0.85028721,0.03602929,0.9913529
qam16,random_unitary,1024,209,0.86341286,0.00100542,0.98687325
qam16,random_unitary,1024,210,0.8544515,0.01535596,1.00095098
qam16,random_unitary,1024,211,0.8597294,0.02655762,0.98620636
qam16,random_unitary,1024,212,0.86420785,0.00228599,1.01462516
qam16,random_unitary,1024,213,0.85704871,0.06364898,0.97762192
qam16,random_unitary,1024,214,0.85620071,0.00783752,0.98171345
qam16,random_unitary,1024,215,0.86365056,0.00303,0.98742751
qam16,random_unitary,1024,216,0.85536914,0.03126121,1.00074584
qam16,random_unitary,1024,217,0.86489522,0.04267272,1.00011265
qam16,random_unitary,1024,218,0.85782387,0.05530467,1.00338666
qam16,random_unitary,1024,219,0.85045734,0.02648766,1.01772951
qam16,random_unitary,1024,220,0.85336093,0.04626921,0.97740442
qam16,random_unitary,1024,221,0.85214917,0.09886656,1.02216279
qam16,random_unitary,1024,222,0.874434,0.01418053,1.00448499
qam16,random_unitary,1024,223,0.85276727,0.07336187,0.99971849
qam16,random_unitary,1024,224,0.86216649,0.13149491,1.00254155
qam16,random_unitary,1024,225,0.85466311,0.00243823,1.01098549
qam16,random_unitary,1024,226,0.85690275,0.0589934,1.00289219
qam16,random_unitary,1024,227,0.85957893,0.06083795,0.99733831
qam16,random_unitary,1024,228,0.86362857,0.03721169,0.99113412
qam16,random_unitary,1024,229,0.84675657,0.07125942,0.99093706
