dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
fashion_mnist,cnn,1024,0,0.91827838,0.02537238,0.99080384
fashion_mnist,cnn,1024,1,0.92884049,0.03349017,0.98359012
fashion_mnist,cnn,1024,2,0.9201176,0.02555696,0.98610047
fashion_mnist,cnn,1024,3,0.91737207,0.00279116,0.98013337
fashion_mnist,cnn,1024,4,0.92083961,0.01091357,0.99724462
fashion_mnist,cnn,1024,5,0.9267143,0.01240443,1.01006385
fashion_mnist,cnn,1024,6,0.91508166,0.03882586,1.00807425
fashion_mnist,cnn,1024,7,0.92961291,0.00801618,1.00036082
fashion_mnist,cnn,1024,8,0.91102178,0.00235984,0.9915805
fashion_mnist,cnn,1024,9,0.90946061,0.07799821,0.99603949
fashion_mnist,cnn,1024,10,0.91485661,0.05749659,1.01807363
fashion_mnist,cnn,1024,11,0.93564903,0.030524,0.98430168
fashion_mnist,cnn,1024,12,0.91904131,0.01634698,0.98530101
fashion_mnist,cnn,1024,13,0.92998716,0.01051733,0.99788433
fashion_mnist,cnn,1024,14,0.92405704,0.11635839,1.02270346
fashion_mnist,cnn,1024,15,0.90911643,0.05763,0.99949187
fashion_mnist,cnn,1024,16,0.91905407,0.06828484,1.00169653
fashion_mnist,cnn,1024,17,0.92764945,0.01325021,0.99401497
fashion_mnist,cnn,1024,18,0.91681583,0.00535791,0.99608303
fashion_mnist,cnn,1024,19,0.91293604,0.01159395,1.00322282
fashion_mnist,cnn,1024,20,0.9238065,0.02515287,0.99737379
fashion_mnist,cnn,1024,21,0.91928852,0.01883483,1.01393559
fashion_mnist,cnn,1024,22,0.92018475,0.03243121,1.0292942
fashion_mnist,cnn,1024,23,0.9195148,0.01327181,0.99987813
fashion_mnist,cnn,1024,24,0.91975983,0.01431954,1.00792455
fashion_mnist,cnn,1024,25,0.91629814,0.09844603,0.990208
fashion_mnist,cnn,1024,26,0.91437961,0.03639876,0.99406185
fashion_mnist,cnn,1024,27,0.9124301,0.032474,1.0021706
fashion_mnist,cnn,1024,28,0.9234629,0.00075273,0.98378004
fashion_mnist,cnn,1024,29,0.93111624,0.09253829,0.99470512
fashion_mnist,cnn,1024,30,0.91585374,0.0048526,1.01395996
fashion_mnist,cnn,1024,31,0.91551298,0.03521551,0.98484349
fashion_mnist,cnn,1024,32,0.91701189,0.03813652,1.02036824
fashion_mnist,cnn,1024,33,0.90958739,0.0244016,1.006411
fashion_mnist,cnn,1024,34,0.91760671,0.01843198,1.00483539
fashion_mnist,cnn,1024,35,0.93117058,0.02088319,1.00651595
fashion_mnist,cnn,1024,36,0.91797901,0.00791828,1.01463071
fashion_mnist,cnn,1024,37,0.91696797,0.06897111,1.0062718
fashion_mnist,cnn,1024,38,0.90761968,0.0851146,1.01220183
fashion_mnist,cnn,1024,39,0.91336354,0.07395888,0.99746411
fashion_mnist,cnn,1024,40,0.91704811,0.08634653,1.00742439
fashion_mnist,cnn,1024,41,0.92399777,0.02062759,0.99704456
fashion_mnist,cnn,1024,42,0.92363815,0.05560866,1.01388846
fashion_mnist,cnn,1024,43,0.92105271,0.02511852,0.97304149
fashion_mnist,cnn,1024,44,0.91608288,0.05271014,0.99108425
fashion_mnist,cnn,1024,45,0.92321244,0.01503335,1.00152412
fashion_mnist,cnn,1024,46,0.91803917,0.00471989,1.01956659
fashion_mnist,cnn,1024,47,0.92259879,0.10120826,1.00337429
fashion_mnist,cnn,1024,48,0.91750129,0.04460025,1.01350968
fashion_mnist,cnn,1024,49,0.9232396,0.05720078,1.00480781
fashion_mnist,cnn,1024,50,0.90927991,0.03685939,0.98997202
fashion_mnist,cnn,1024,51,0.91133131,0.00071029,0.97583471
fashion_mnist,cnn,1024,52,0.91781519,0.00775387,1.02445682
fashion_mnist,cnn,1024,53,0.90888639,0.00432858,0.99882411
fashion_mnist,cnn,1024,54,0.91701618,0.03703993,1.01019237
fashion_mnist,cnn,1024,55,0.91415766,0.05458674,1.02337211
fashion_mnist,cnn,1024,56,0.92097234,0.05308095,1.01041538
fashion_mnist,cnn,1024,57,0.91269513,0.01859861,0.99870804
fashion_mnist,cnn,1024,58,0.91031268,0.0985721,1.0094843
fashion_mnist,cnn,1024,59,0.91700586,0.03314596,0.98464888
fashion_mnist,cnn,1024,60,0.91834168,0.04854376,1.02878943
fashion_mnist,cnn,1024,61,0.92300456,0.01556937,0.98883515
fashion_mnist,cnn,1024,62,0.92604549,0.12630782,0.99295914
fashion_mnist,cnn,1024,63,0.91248398,0.00432401,1.01587055
fashion_mnist,cnn,1024,64,0.92317365,0.03809378,0.98859928
fashion_mnist,cnn,1024,65,0.92374543,0.00471027,0.98638868
fashion_mnist,cnn,1024,66,0.92177353,0.09252465,1.00636345
fashion_mnist,cnn,1024,67,0.91872629,0.00144273,0.98956448
fashion_mnist,cnn,1024,68,0.91769733,0.08531834,0.96933997
fashion_mnist,cnn,1024,69,0.91972426,0.00806532,1.0037891
fashion_mnist,cnn,1024,70,0.9144769,0.06707107,0.99446839
fashion_mnist,cnn,1024,71,0.91978652,0.06982229,0.99534771
fashion_mnist,cnn,1024,72,0.91616672,0.05432422,1.02019452
fashion_mnist,cnn,1024,73,0.92195097,0.01567405,1.00962105
fashion_mnist,cnn,1024,74,0.9244845,0.13328091,0.98790868
fashion_mnist,cnn,1024,75,0.93085706,0.05519141,1.02188015
fashion_mnist,cnn,1024,76,0.91788768,0.00973823,1.00177073
fashion_mnist,cnn,1024,77,0.91500201,0.03727962,1.01388285
fashion_mnist,cnn,1024,78,0.9294123,0.01182661,1.01726919
fashion_mnist,cnn,1024,79,0.92169647,0.05409309,0.99413229
fashion_mnist,cnn,1024,80,0.91880017,0.03510219,0.99738583
fashion_mnist,cnn,1024,81,0.92424726,0.030141,0.99734889
fashion_mnist,cnn,1024,82,0.92260251,0.05391168,1.01754499
fashion_mnist,cnn,1024,83,0.93314959,0.00914639,0.9892861
fashion_mnist,cnn,1024,84,0.90723084,0.08235662,1.00860449
fashion_mnist,cnn,1024,85,0.91499683,0.03349822,1.00060711
fashion_mnist,cnn,1024,86,0.92569045,0.03625711,1.01498588
fashion_mnist,cnn,1024,87,0.92044867,0.03803559,0.99716297
fashion_mnist,cnn,1024,88,0.91639083,0.05125753,0.980494
fashion_mnist,cnn,1024,89,0.91861886,0.00871728,0.99890496
fashion_mnist,cnn,1024,90,0.93063839,0.02943431,1.00694215
