dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
fashion_mnist,fixed_phase,4096,0,0.87995974,0.03816854,0.99983569
fashion_mnist,fixed_phase,4096,1,0.87284605,0.09888155,1.00009041
fashion_mnist,fixed_phase,4096,2,0.87073109,0.09074484,0.99546787
fashion_mnist,fixed_phase,4096,3,0.8678389,0.00479197,1.01175357
fashion_mnist,fixed_phase,4096,4,0.86418801,0.01243634,0.98730037
fashion_mnist,fixed_phase,4096,5,0.87729306,0.03817326,1.00274287
fashion_mnist,fixed_phase,4096,6,0.8773184,0.1131772,1.01127522
fashion_mnist,fixed_phase,4096,7,0.85957815,0.0031586,1.02995727
fashion_mnist,fixed_phase,4096,8,0.8655845,0.06004875,1.02139501
fashion_mnist,fixed_phase,4096,9,0.8637428,0.02308865,1.02216025
fashion_mnist,fixed_phase,4096,10,0.87073409,0.00048704,0.95846058
fashion_mnist,fixed_phase,4096,11,0.86113399,0.0536454,0.99844589
fashion_mnist,fixed_phase,4096,12,0.87762704,0.03750908,0.98970772
fashion_mnist,fixed_phase,4096,13,0.86749288,0.05905542,0.99768991
fashion_mnist,fixed_phase,4096,14,0.87461009,0.02312884,1.00212093
fashion_mnist,fixed_phase,4096,15,0.86731739,0.04231335,1.00726827
fashion_mnist,fixed_phase,4096,16,0.85946339,0.10243355,1.00533101
fashion_mnist,fixed_phase,4096,17,0.87744119,0.04105962,0.9781205
fashion_mnist,fixed_phase,4096,18,0.87535929,0.02094183,0.99392218
fashion_mnist,fixed_phase,4096,19,0.87043149,0.05177113,0.98848026
fashion_mnist,fixed_phase,4096,20,0.86626748,0.0381492,0.99630756
fashion_mnist,fixed_phase,4096,21,0.86766523,0.00630595,1.00221173
fashion_mnist,fixed_phase,4096,22,0.86467906,0.09216493,0.98397379
fashion_mnist,fixed_phase,4096,23,0.86288547,0.10479543,1.00538374
fashion_mnist,fixed_phase,4096,24,0.86260128,0.05339559,1.02684978
fashion_mnist,fixed_phase,4096,25,0.87080589,0.01342229,1.01516047
fashion_mnist,fixed_phase,4096,26,0.86244572,0.0449299,0.99952483
fashion_mnist,fixed_phase,4096,27,0.86378515,0.08901526,1.02114361
fashion_mnist,fixed_phase,4096,28,0.87385444,0.02079397,1.00241253
fashion_mnist,fixed_phase,4096,29,0.8716564,0.02553581,0.97140052
fashion_mnist,fixed_phase,4096,30,0.87886275,0.01271262,0.98414435
fashion_mnist,fixed_phase,4096,31,0.86049888,0.10318005,1.02793696
fashion_mnist,fixed_phase,4096,32,0.87306995,0.0451232,1.00981472
fashion_mnist,fixed_phase,4096,33,0.86468992,0.00524538,0.99994161
fashion_mnist,fixed_phase,4096,34,0.86555644,0.01315442,0.97895748
fashion_mnist,fixed_phase,4096,35,0.86103691,0.05602331,0.99579467
fashion_mnist,fixed_phase,4096,36,0.8669116,0.02681867,1.01405167
fashion_mnist,fixed_phase,4096,37,0.86328481,0.01735217,1.00172046
fashion_mnist,fixed_phase,4096,38,0.86839788,0.08461682,1.01344616
fashion_mnist,fixed_phase,4096,39,0.86923453,0.00752573,0.98266126
fashion_mnist,fixed_phase,4096,40,0.87189474,0.01284916,1.01387323
fashion_mnist,fixed_phase,4096,41,0.86818155,0.12414096,0.98971175
fashion_mnist,fixed_phase,4096,42,0.85983719,0.07372826,1.01110563
fashion_mnist,fixed_phase,4096,43,0.86870416,0.04541714,0.99594845
fashion_mnist,fixed_phase,4096,44,0.87064212,0.10333905,1.00129806
fashion_mnist,fixed_phase,4096,45,0.87088805,0.07153707,1.01778718
fashion_mnist,fixed_phase,4096,46,0.8703922,0.05924003,0.99983843
fashion_mnist,fixed_phase,4096,47,0.87227303,0.0397119,0.98965077
fashion_mnist,fixed_phase,4096,48,0.86970403,0.09625277,0.99220483
fashion_mnist,fixed_phase,4096,49,0.86956392,0.04486335,0.99675114
fashion_mnist,fixed_phase,4096,50,0.87039883,0.04982709,1.01577247
fashion_mnist,fixed_phase,4096,51,0.86626807,0.00859164,1.0192513
fashion_mnist,fixed_phase,4096,52,0.8760677,0.04469444,0.9982047
fashion_mnist,fixed_phase,4096,53,0.87291895,0.00545927,1.01470906
fashion_mnist,fixed_phase,4096,54,0.86618008,0.0534046,1.01202091
fashion_mnist,fixed_phase,4096,55,0.87795053,0.00436593,1.01135341
fashion_mnist,fixed_phase,4096,56,0.86894437,0.0454702,0.99553278
fashion_mnist,fixed_phase,4096,57,0.86885278,0.04057248,1.01591295
fashion_mnist,fixed_phase,4096,58,0.86967024,0.00853535,1.00286006
fashion_mnist,fixed_phase,4096,59,0.86547955,0.04765191,1.01117848
fashion_mnist,fixed_phase,4096,60,0.86294187,0.02696202,0.98548753
fashion_mnist,fixed_phase,4096,61,0.87149804,0.05713185,0.99941982
fashion_mnist,fixed_phase,4096,62,0.86795598,0.10692342,0.98824798
fashion_mnist,fixed_phase,4096,63,0.86433432,0.07017719,1.00327834
fashion_mnist,fixed_phase,4096,64,0.87120357,0.09526993,1.0015318
fashion_mnist,fixed_phase,4096,65,0.8756199,0.03513189,0.99397107
fashion_mnist,fixed_phase,4096,66,0.87632691,0.0526392,1.0116334
fashion_mnist,fixed_phase,4096,67,0.86457645,0.06740446,1.00368754
fashion_mnist,fixed_phase,4096,68,0.88416881,0.00372445,1.00697041
fashion_mnist,fixed_phase,4096,69,0.86430123,0.04213666,0.97721264
fashion_mnist,fixed_phase,4096,70,0.86460394,0.04937952,0.98405988
fashion_mnist,fixed_phase,4096,71,0.87237114,0.01483665,1.0184441
fashion_mnist,fixed_phase,4096,72,0.8681596,0.04271971,0.99395526
fashion_mnist,fixed_phase,4096,73,0.87529463,0.07738108,0.98230504
fashion_mnist,fixed_phase,4096,74,0.87651571,0.01462308,0.99814709
fashion_mnist,fixed_phase,4096,75,0.86984314,0.01720873,1.01853519
fashion_mnist,fixed_phase,4096,76,0.87960885,0.03175557,0.96851856
fashion_mnist,fixed_phase,4096,77,0.86097222,0.04776329,0.97927356
fashion_mnist,fixed_phase,4096,78,0.85906258,0.01456136,0.97084928
fashion_mnist,fixed_phase,4096,79,0.86450066,0.01775992,0.99605936
fashion_mnist,fixed_phase,4096,80,0.87120213,0.00545924,1.0055116
fashion_mnist,fixed_phase,4096,81,0.87149094,0.04495492,0.98855065
fashion_mnist,fixed_phase,4096,82,0.86828067,0.05538975,1.01214779
fashion_mnist,fixed_phase,4096,83,0.87452624,0.07339993,0.97765272
fashion_mnist,fixed_phase,4096,84,0.87253357,0.10093785,1.03331188
fashion_mnist,fixed_phase,4096,85,0.86912513,0.0484438,1.01313082
fashion_mnist,fixed_phase,4096,86,0.87638305,0.00248703,0.99039058
fashion_mnist,fixed_phase,4096,87,0.87345898,0.09594273,1.00592616
fashion_mnist,fixed_phase,4096,88,0.87417071,0.09712603,1.02194625
fashion_mnist,fixed_phase,4096,89,0.86708094,0.05354741,1.01994302
fashion_mnist,fixed_phase,4096,90,0.87068863,0.08634636,1.03294026
fashion_mnist,fixed_phase,4096,91,0.87113249,0.06050154,0.97654448
fashion_mnist,fixed_phase,4096,92,0.86876696,0.01637356,1.00235727
fashion_mnist,fixed_phase,4096,93,0.87111534,0.05332513,0.98983585
fashion_mnist,fixed_phase,4096,94,0.86351257,0.01006762,0.98863515
fashion_mnist,fixed_phase,4096,95,0.88211555,0.00233136,1.00896715
fashion_mnist,fixed_phase,4096,96,0.85638425,0.03438767,1.00228573
fashion_mnist,fixed_phase,4096,97,0.86670733,0.02032707,1.00518942
fashion_mnist,fixed_phase,4096,98,0.87589164,0.02076791,1.00607484
fashion_mnist,fixed_phase,4096,99,0.86967821,0.01742853,1.00112361
fashion_mnist,fixed_phase,4096,100,0.86884191,0.03981056,1.02103033
fashion_mnist,fixed_phase,4096,101,0.86641206,0.00659212,0.97854335
fashion_mnist,fixed_phase,4096,102,0.87063083,0.09558888,1.01174322
fashion_mnist,fixed_phase,4096,103,0.87668588,0.00135281,1.00431789
fashion_mnist,fixed_phase,4096,104,0.86687695,0.09464394,0.98238428
fashion_mnist,fixed_phase,4096,105,0.86422874,0.04858831,1.00909476
fashion_mnist,fixed_phase,4096,106,0.86629602,0.04729428,1.00282449
fashion_mnist,fixed_phase,4096,107,0.86533197,0.07724761,1.01228476
fashion_mnist,fixed_phase,4096,108,0.86600029,0.06500993,0.99077499
fashion_mnist,fixed_phase,4096,109,0.86924803,0.03581767,0.98766475
fashion_mnist,fixed_phase,4096,110,0.87506868,0.00607571,1.00499274
fashion_mnist,fixed_phase,4096,111,0.87498073,0.02869358,0.9895888
fashion_mnist,fixed_phase,4096,112,0.87996825,0.04375996,0.98605998
fashion_mnist,fixed_phase,4096,113,0.87806159,0.0190207,0.99638923
fashion_mnist,fixed_phase,4096,114,0.87261504,0.01768521,0.98126873
fashion_mnist,fixed_phase,4096,115,0.87157307,0.03299621,0.98404987
fashion_mnist,fixed_phase,4096,116,0.8720603,0.03014227,0.99334015
fashion_mnist,fixed_phase,4096,117,0.86668959,0.03103189,1.01052935
fashion_mnist,fixed_phase,4096,118,0.86447245,0.10409046,0.97856686
fashion_mnist,fixed_phase,4096,119,0.8673601,0.02083243,0.97964901
fashion_mnist,fixed_phase,4096,120,0.88084657,0.08927879,1.01896298
fashion_mnist,fixed_phase,4096,121,0.86832119,0.03984136,0.98045895
fashion_mnist,fixed_phase,4096,122,0.88352885,0.08402857,0.9799727
fashion_mnist,fixed_phase,4096,123,0.86811734,0.1004262,0.99696903
fashion_mnist,fixed_phase,4096,124,0.87389319,0.01474959,1.03162669
fashion_mnist,fixed_phase,4096,125,0.86663619,0.02774258,1.01939905
fashion_mnist,fixed_phase,4096,126,0.88293808,0.02488525,1.01385835
fashion_mnist,fixed_phase,4096,127,0.85681722,0.09950294,0.98159099
fashion_mnist,fixed_phase,4096,128,0.87609159,0.00871158,1.00399949
fashion_mnist,fixed_phase,4096,129,0.87287637,0.00880298,1.02392166
fashion_mnist,fixed_phase,4096,130,0.8683472,0.07515686,0.99620761
fashion_mnist,fixed_phase,4096,131,0.86342381,0.05233245,0.99593386
fashion_mnist,fixed_phase,4096,132,0.86968622,0.08139865,0.99805199
fashion_mnist,fixed_phase,4096,133,0.8662525,0.00851885,0.99244621
fashion_mnist,fixed_phase,4096,134,0.87013004,0.00975232,1.01618604
fashion_mnist,fixed_phase,4096,135,0.85907331,0.04931752,0.9864891
fashion_mnist,fixed_phase,4096,136,0.86909039,0.04916065,1.02510038
fashion_mnist,fixed_phase,4096,137,0.87835256,0.01313576,1.02026054
fashion_mnist,fixed_phase,4096,138,0.8697993,0.05831359,0.99295024
fashion_mnist,fixed_phase,4096,139,0.87313549,0.05651359,0.99793034
fashion_mnist,fixed_phase,4096,140,0.87381007,0.02598412,0.98236619
