dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
fashion_mnist,proposed,1024,0,0.91749449,0.02052402,0.98822358
fashion_mnist,proposed,1024,1,0.90778473,0.04202773,0.99660117
fashion_mnist,proposed,1024,2,0.91072594,0.02538335,1.02206413
fashion_mnist,proposed,1024,3,0.91805504,0.10271135,1.02348504
fashion_mnist,proposed,1024,4,0.91303423,0.07452215,0.9925964
fashion_mnist,proposed,1024,5,0.91442851,0.04377575,1.00465914
fashion_mnist,proposed,1024,6,0.90610425,0.05227947,1.00424438
fashion_mnist,proposed,1024,7,0.90634768,0.02719999,0.98661955
fashion_mnist,proposed,1024,8,0.91608302,0.03776856,0.99194812
fashion_mnist,proposed,1024,9,0.9206581,0.02870932,0.99473344
fashion_mnist,proposed,1024,10,0.92168789,0.00770561,0.99640983
fashion_mnist,proposed,1024,11,0.92043267,0.04909155,0.99223541
fashion_mnist,proposed,1024,12,0.90015007,0.03580898,1.00698968
fashion_mnist,proposed,1024,13,0.90535445,0.08013485,1.00827341
fashion_mnist,proposed,1024,14,0.90875971,0.03361754,1.01776803
fashion_mnist,proposed,1024,15,0.89705085,0.07895304,0.99224664
fashion_mnist,proposed,1024,16,0.91064835,0.01762762,1.01372784
fashion_mnist,proposed,1024,17,0.91913649,0.03558595,0.99945344
fashion_mnist,proposed,1024,18,0.91261858,0.00294171,0.98622243
fashion_mnist,proposed,1024,19,0.92507021,0.01675589,0.98721913
fashion_mnist,proposed,1024,20,0.90564426,0.01676225,1.021534
fashion_mnist,proposed,1024,21,0.92546223,0.00549042,0.98862441
fashion_mnist,proposed,1024,22,0.91384444,0.05472574,1.01953638
fashion_mnist,proposed,1024,23,0.91684372,0.04164701,0.99895043
fashion_mnist,proposed,1024,24,0.91112032,0.01563858,0.99262313
fashion_mnist,proposed,1024,25,0.9055704,0.04918474,1.00168674
fashion_mnist,proposed,1024,26,0.90896495,0.05790121,0.99963442
fashion_mnist,proposed,1024,27,0.89263611,0.0523668,0.99866325
fashion_mnist,proposed,1024,28,0.91372148,0.03483295,0.99642488
fashion_mnist,proposed,1024,29,0.90418199,0.055191,0.98517542
fashion_mnist,proposed,1024,30,0.92616354,0.0607253,0.99239289
fashion_mnist,proposed,1024,31,0.92222121,0.07857242,1.0011671
fashion_mnist,proposed,1024,32,0.92468053,0.02382161,1.00057267
fashion_mnist,proposed,1024,33,0.90443917,0.00559582,0.99977919
fashion_mnist,proposed,1024,34,0.92296594,0.0236242,0.97931718
fashion_mnist,proposed,1024,35,0.9182115,0.12925674,0.99200047
fashion_mnist,proposed,1024,36,0.90982749,0.06163389,1.02078463
fashion_mnist,proposed,1024,37,0.91358801,0.09693592,1.00387062
fashion_mnist,proposed,1024,38,0.91609604,0.03716028,0.99138987
fashion_mnist,proposed,1024,39,0.90504514,0.07355755,0.99883126
fashion_mnist,proposed,1024,40,0.91457941,0.06173524,0.99900423
fashion_mnist,proposed,1024,41,0.92086548,0.08077051,0.99558542
fashion_mnist,proposed,1024,42,0.91140053,0.08726606,0.98198748
fashion_mnist,proposed,1024,43,0.91983767,0.03293316,0.99849276
fashion_mnist,proposed,1024,44,0.91126521,0.06669499,1.00808294
fashion_mnist,proposed,1024,45,0.91160218,0.00684587,0.98674504
fashion_mnist,proposed,1024,46,0.91176018,0.01524804,0.99392243
fashion_mnist,proposed,1024,47,0.91609575,0.01688078,1.00825917
fashion_mnist,proposed,1024,48,0.90801787,0.0475515,0.99669247
fashion_mnist,proposed,1024,49,0.91874213,0.00970739,1.01131148
fashion_mnist,proposed,1024,50,0.9171176,0.03042949,1.01193551
fashion_mnist,proposed,1024,51,0.91564278,0.03715078,0.98023614
fashion_mnist,proposed,1024,52,0.90429311,0.00551192,0.98710345
fashion_mnist,proposed,1024,53,0.91235887,0.04169661,1.03546975
fashion_mnist,proposed,1024,54,0.9010903,0.01736446,0.97830202
fashion_mnist,proposed,1024,55,0.91150949,0.02559402,0.98919873
fashion_mnist,proposed,1024,56,0.91055215,0.01905201,0.99113719
fashion_mnist,proposed,1024,57,0.91904586,0.01035896,1.03192845
fashion_mnist,proposed,1024,58,0.92424585,0.04139635,0.97548322
fashion_mnist,proposed,1024,59,0.91134716,0.03398911,0.98159654
fashion_mnist,proposed,1024,60,0.91300506,0.05802405,0.98964115
fashion_mnist,proposed,1024,61,0.90533953,0.00466106,0.99234811
fashion_mnist,proposed,1024,62,0.89919931,0.02702574,0.98769094
fashion_mnist,proposed,1024,63,0.90756708,0.05118938,0.99083389
fashion_mnist,proposed,1024,64,0.91159394,0.04197085,1.00605739
fashion_mnist,proposed,1024,65,0.91865624,0.05943332,1.005635
fashion_mnist,proposed,1024,66,0.9108629,0.00631906,1.01361168
fashion_mnist,proposed,1024,67,0.91346831,0.08560804,0.98498415
fashion_mnist,proposed,1024,68,0.91796123,0.00569988,1.01130733
fashion_mnist,proposed,1024,69,0.91084226,0.02170462,1.00673178
fashion_mnist,proposed,1024,70,0.90049033,0.07737647,1.01601264
fashion_mnist,proposed,1024,71,0.92366916,0.06680883,1.01587147
fashion_mnist,proposed,1024,72,0.91102168,0.09797685,1.00053355
fashion_mnist,proposed,1024,73,0.90898609,0.032942,0.97677617
fashion_mnist,proposed,1024,74,0.92305474,0.08043022,1.0090541
fashion_mnist,proposed,1024,75,0.91395923,0.0065674,0.96950238
fashion_mnist,proposed,1024,76,0.90756141,0.00743231,1.02502201
fashion_mnist,proposed,1024,77,0.90675907,0.02648625,0.98886975
fashion_mnist,proposed,1024,78,0.91114371,0.00362224,1.02740537
fashion_mnist,proposed,1024,79,0.91736272,0.05422567,1.00397754
fashion_mnist,proposed,1024,80,0.90503852,0.00200128,1.00335869
fashion_mnist,proposed,1024,81,0.92266036,0.00813258,1.00418916
fashion_mnist,proposed,1024,82,0.91383612,0.11846703,0.9953721
fashion_mnist,proposed,1024,83,0.92164808,0.06507829,1.00264205
fashion_mnist,proposed,1024,84,0.89889684,0.02698301,1.00360996
fashion_mnist,proposed,1024,85,0.9129222,0.02906583,1.02208882
fashion_mnist,proposed,1024,86,0.92103281,0.00666633,0.96177657
fashion_mnist,proposed,1024,87,0.91002234,0.05171634,1.02952799
fashion_mnist,proposed,1024,88,0.9195494,0.06119688,1.00161245
fashion_mnist,proposed,1024,89,0.91583962,0.02801714,1.00069146
fashion_mnist,proposed,1024,90,0.91454245,0.00201656,1.00511187
fashion_mnist,proposed,1024,91,0.91544921,0.07508037,0.98350858
fashion_mnist,proposed,1024,92,0.90780206,0.03720253,1.01019641
fashion_mnist,proposed,1024,93,0.91370889,0.04136899,1.03303838
fashion_mnist,proposed,1024,94,0.90858529,0.01899731,1.03891408
fashion_mnist,proposed,1024,95,0.90608395,0.0223065,0.99355015
fashion_mnist,proposed,1024,96,0.91413845,0.00948949,1.00753875
fashion_mnist,proposed,1024,97,0.91637768,0.02695712,1.01669554
fashion_mnist,proposed,1024,98,0.91184815,0.02448799,0.98889418
fashion_mnist,proposed,1024,99,0.9133475,0.04735975,1.00707917
fashion_mnist,proposed,1024,100,0.92336255,0.00877791,0.98717864
fashion_mnist,proposed,1024,101,0.91580566,0.06733108,1.02668969
fashion_mnist,proposed,1024,102,0.91355008,0.08064863,1.01419922
fashion_mnist,proposed,1024,103,0.91431168,0.03969467,0.98326731
fashion_mnist,proposed,1024,104,0.91950044,0.00331342,1.01952614
fashion_mnist,proposed,1024,105,0.91008092,0.0266912,1.01802942
fashion_mnist,proposed,1024,106,0.90288102,0.04805644,1.00097793
fashion_mnist,proposed,1024,107,0.9037082,0.05289802,0.99712289
fashion_mnist,proposed,1024,108,0.91716721,0.06101318,1.01478339
fashion_mnist,proposed,1024,109,0.90605345,0.04769069,0.98212465
fashion_mnist,proposed,1024,110,0.91023914,0.05532826,0.99879577
fashion_mnist,proposed,1024,111,0.90632323,0.01600166,0.99175649
fashion_mnist,proposed,1024,112,0.92755987,0.05309764,0.96829829
fashion_mnist,proposed,1024,113,0.91498182,0.00727148,1.00691973
fashion_mnist,proposed,1024,114,0.92059079,0.11203261,1.00468943
fashion_mnist,proposed,1024,115,0.90559422,0.05248759,1.01314649
fashion_mnist,proposed,1024,116,0.91823484,0.07789662,0.99849965
fashion_mnist,proposed,1024,117,0.90578827,0.04995963,0.99279269
fashion_mnist,proposed,1024,118,0.90933912,0.04215896,0.97133949
fashion_mnist,proposed,1024,119,0.91679876,0.03896515,1.01757058
fashion_mnist,proposed,1024,120,0.90581089,0.063617,1.01074514
fashion_mnist,proposed,1024,121,0.91404281,0.03075178,1.00255737
fashion_mnist,proposed,1024,122,0.91748236,0.03367665,0.97939273
fashion_mnist,proposed,1024,123,0.91372991,0.02464138,0.99416748
fashion_mnist,proposed,1024,124,0.91472744,0.04196308,1.00543183
fashion_mnist,proposed,1024,125,0.90846595,0.01969864,1.01607898
fashion_mnist,proposed,1024,126,0.92281543,0.00365804,1.02280871
fashion_mnist,proposed,1024,127,0.9090972,0.11529587,1.00450891
fashion_mnist,proposed,1024,128,0.91409675,0.00708199,1.01243155
fashion_mnist,proposed,1024,129,0.91567172,0.02767821,1.01154884
fashion_mnist,proposed,1024,130,0.91400789,0.07665072,1.00167676
fashion_mnist,proposed,1024,131,0.90465529,0.04105639,0.99706653
fashion_mnist,proposed,1024,132,0.91707835,0.07514743,1.01876798
fashion_mnist,proposed,1024,133,0.91202815,0.05840012,0.9976364
fashion_mnist,proposed,1024,134,0.90079742,0.02298829,1.00748511
fashion_mnist,proposed,1024,135,0.91442292,0.0580031,1.01536875
fashion_mnist,proposed,1024,136,0.91924026,0.07748829,0.99429989
fashion_mnist,proposed,1024,137,0.90694158,0.08243101,0.99710069
fashion_mnist,proposed,1024,138,0.91176392,0.02503077,1.00503992
fashion_mnist,proposed,1024,139,0.91014669,0.04867179,0.99487616
fashion_mnist,proposed,1024,140,0.91436018,0.09526871,1.00807935
fashion_mnist,proposed,1024,141,0.92133059,0.0047121,1.01408256
fashion_mnist,proposed,1024,142,0.90935879,0.09340192,1.02511302
fashion_mnist,proposed,1024,143,0.9162577,0.08980297,0.9799463
fashion_mnist,proposed,1024,144,0.9138638,0.01154825,0.97210674
fashion_mnist,proposed,1024,145,0.92244251,0.01631553,1.01391237
fashion_mnist,proposed,1024,146,0.91604612,0.09630477,0.9907317
fashion_mnist,proposed,1024,147,0.91264122,0.02856061,0.99639575
fashion_mnist,proposed,1024,148,0.90930313,0.02978045,1.00975673
fashion_mnist,proposed,1024,149,0.91544966,0.02382601,1.00757207
fashion_mnist,proposed,1024,150,0.90752206,0.11259338,0.99470605
fashion_mnist,proposed,1024,151,0.91722796,0.02044681,1.01090536
fashion_mnist,proposed,1024,152,0.91665347,0.06191447,0.98300886
fashion_mnist,proposed,1024,153,0.91812935,0.03891244,0.99731619
fashion_mnist,proposed,1024,154,0.91461449,0.13175298,0.98367933
fashion_mnist,proposed,1024,155,0.90867658,0.03841541,1.01134197
fashion_mnist,proposed,1024,156,0.9111405,0.0039137,1.02220162
fashion_mnist,proposed,1024,157,0.91056524,0.05519312,1.02116633
fashion_mnist,proposed,1024,158,0.91660592,0.10881699,1.00374529
fashion_mnist,proposed,1024,159,0.924361,0.04815818,1.00072246
fashion_mnist,proposed,1024,160,0.91154345,0.04614404,0.99313625
fashion_mnist,proposed,1024,161,0.91018404,0.0584258,1.0012557
fashion_mnist,proposed,1024,162,0.90404717,0.00346953,1.01481715
fashion_mnist,proposed,1024,163,0.91165943,0.04335238,0.99337794
fashion_mnist,proposed,1024,164,0.91707118,0.02571394,1.01540188
fashion_mnist,proposed,1024,165,0.91302796,0.00597597,1.00360411
fashion_mnist,proposed,1024,166,0.91608529,0.05072411,0.98840801
fashion_mnist,proposed,1024,167,0.9108117,0.01279736,1.01409272
fashion_mnist,proposed,1024,168,0.90733478,0.04059945,1.01704153
fashion_mnist,proposed,1024,169,0.91124436,0.01527071,1.02336516
fashion_mnist,proposed,1024,170,0.91072704,0.08414726,1.01928715
fashion_mnist,proposed,1024,171,0.91685102,0.04865146,0.9849101
fashion_mnist,proposed,1024,172,0.91769738,0.086226,1.01489718
fashion_mnist,proposed,1024,173,0.91063944,0.07545366,1.02712487
fashion_mnist,proposed,1024,174,0.9112787,0.05843649,0.98796953
fashion_mnist,proposed,1024,175,0.9210746,0.03293344,0.99203711
fashion_mnist,proposed,1024,176,0.92205049,0.02429368,1.0112045
fashion_mnist,proposed,1024,177,0.91745688,0.00575835,0.97370251
fashion_mnist,proposed,1024,178,0.91543845,0.09480101,1.01331593
fashion_mnist,proposed,1024,179,0.91639412,0.00604243,0.97474189
fashion_mnist,proposed,1024,180,0.91123644,0.00778575,0.98635578
fashion_mnist,proposed,1024,181,0.91281831,0.04453686,1.01619177
fashion_mnist,proposed,1024,182,0.91667444,0.01801302,0.97705699
fashion_mnist,proposed,1024,183,0.91896594,0.04627315,0.9860913
fashion_mnist,proposed,1024,184,0.91557435,0.00624385,0.99901746
fashion_mnist,proposed,1024,185,0.9145523,0.05454881,0.99274053
fashion_mnist,proposed,1024,186,0.91687723,0.04532953,0.99083129
fashion_mnist,proposed,1024,187,0.91195713,0.01311715,1.01691969
fashion_mnist,proposed,1024,188,0.91919622,0.00933059,0.97823059
fashion_mnist,proposed,1024,189,0.90854387,0.08508977,1.0037618
fashion_mnist,proposed,1024,190,0.91777523,0.01547789,0.99909978
fashion_mnist,proposed,1024,191,0.90801638,0.0076637,1.00666745
fashion_mnist,proposed,1024,192,0.9130133,0.03537853,1.00650536
fashion_mnist,proposed,1024,193,0.92326275,0.04405529,0.98820956
fashion_mnist,proposed,1024,194,0.90630735,0.02423766,1.00761745
fashion_mnist,proposed,1024,195,0.91399549,0.01757196,1.0128208
fashion_mnist,proposed,1024,196,0.91510469,0.09930291,0.97605118
fashion_mnist,proposed,1024,197,0.91843393,0.00089667,1.0195194
fashion_mnist,proposed,1024,198,0.91693418,0.10111749,0.99946539
fashion_mnist,proposed,1024,199,0.91272177,0.15339879,1.01596277
fashion_mnist,proposed,1024,200,0.91579321,0.04026706,1.03323703
fashion_mnist,proposed,1024,201,0.91226004,0.19499906,1.02273184
fashion_mnist,proposed,1024,202,0.92215553,0.02315602,1.00732795
fashion_mnist,proposed,1024,203,0.90934837,0.1067024,0.99137401
fashion_mnist,proposed,1024,204,0.91104613,0.02221117,1.00859035
fashion_mnist,proposed,1024,205,0.91913013,0.01445933,0.97604237
fashion_mnist,proposed,1024,206,0.91864884,0.0453621,1.00344482
fashion_mnist,proposed,1024,207,0.91328479,0.01345742,0.97738157
fashion_mnist,proposed,1024,208,0.90596815,0.0589762,1.00060439
fashion_mnist,proposed,1024,209,0.91912466,0.00612724,1.01948129
fashion_mnist,proposed,1024,210,0.91598823,0.0252318,0.98670467
fashion_mnist,proposed,1024,211,0.91377182,0.01412767,1.03295291
fashion_mnist,proposed,1024,212,0.92527108,0.07425304,0.99076653
fashion_mnist,proposed,1024,213,0.92606722,0.0124038,0.98536158
fashion_mnist,proposed,1024,214,0.92418087,0.09193129,0.99610652
fashion_mnist,proposed,1024,215,0.92392372,0.01039435,1.01791808
fashion_mnist,proposed,1024,216,0.91107679,0.04028521,1.0072524
fashion_mnist,proposed,1024,217,0.92194551,0.07142561,1.03286569
fashion_mnist,proposed,1024,218,0.90964769,0.04899895,1.00043937
fashion_mnist,proposed,1024,219,0.91333934,0.05998649,0.99159224
fashion_mnist,proposed,1024,220,0.90813367,0.05556028,0.98167062
fashion_mnist,proposed,1024,221,0.91118072,0.03336316,1.00047019
fashion_mnist,proposed,1024,222,0.91049018,0.14027409,1.00585317
