dataset,model,seed,sample_index,measurement_probability,phase_noise_rad,optical_power
cifar10,mlp,1024,0,0.73867856,0.07008275,1.01477478
cifar10,mlp,1024,1,0.72813598,0.06562883,1.00007783
cifar10,mlp,1024,2,0.72735715,0.02569377,0.9963073
cifar10,mlp,1024,3,0.72843403,0.05459239,0.9959074
cifar10,mlp,1024,4,0.72772043,0.11724533,0.98305231
cifar10,mlp,1024,5,0.72477553,0.08628161,0.99517691
cifar10,mlp,1024,6,0.72643491,0.04016622,0.98893958
cifar10,mlp,1024,7,0.72920062,0.01937263,1.00487164
cifar10,mlp,1024,8,0.73568493,0.05365211,0.99709184
cifar10,mlp,1024,9,0.7297553,0.02257784,0.99140052
cifar10,mlp,1024,10,0.72971435,0.03075566,1.02137094
cifar10,mlp,1024,11,0.72749112,0.07692935,0.99368249
cifar10,mlp,1024,12,0.72964604,0.02987972,1.00275133
cifar10,mlp,1024,13,0.73290216,0.03093386,0.9948839
cifar10,mlp,1024,14,0.73307682,0.07160494,0.99848252
cifar10,mlp,1024,15,0.72653846,0.04531334,0.99440412
cifar10,mlp,1024,16,0.7277472,0.0555362,0.99504714
cifar10,mlp,1024,17,0.72353077,0.02562875,1.01756232
cifar10,mlp,1024,18,0.73797504,0.00106003,1.00091326
cifar10,mlp,1024,19,0.72995371,0.04584791,0.98358649
cifar10,mlp,1024,20,0.73491485,0.03454381,0.98481406
cifar10,mlp,1024,21,0.72516577,0.10928287,1.01265024
cifar10,mlp,1024,22,0.73553864,0.04153856,1.00861031
cifar10,mlp,1024,23,0.73100206,0.05728341,1.00079486
cifar10,mlp,1024,24,0.73490634,0.03739226,0.98772531
cifar10,mlp,1024,25,0.73218923,0.02733325,0.96496737
cifar10,mlp,1024,26,0.73238503,0.0522051,0.97779057
cifar10,mlp,1024,27,0.73398161,0.03626743,0.98014175
cifar10,mlp,1024,28,0.72946948,0.0238547,1.02252822
cifar10,mlp,1024,29,0.73064798,0.07539433,0.99836385
cifar10,mlp,1024,30,0.73169773,0.1234316,1.01355432
cifar10,mlp,1024,31,0.72765174,0.04443037,1.00520659
cifar10,mlp,1024,32,0.72571614,0.1063408,1.00445216
cifar10,mlp,1024,33,0.7419689,0.08063172,1.003599
cifar10,mlp,1024,34,0.72232951,0.03302036,0.99778978
cifar10,mlp,1024,35,0.72224671,0.0242754,1.01419184
cifar10,mlp,1024,36,0.73607353,0.04690729,0.99866397
cifar10,mlp,1024,37,0.72640351,0.06119599,0.9833527
cifar10,mlp,1024,38,0.74272952,0.02161695,0.98818278
